month,state,city,operator,revenue_crore,ARPU,data_revenue_perc,voice_revenue_perc
2024-11,West Bengal,Bardhaman,Jio,6.23,178.27,63.63,32.38
2024-11,West Bengal,Bardhaman,Airtel,9.65,222.86,75.54,22.08
2024-11,West Bengal,Bardhaman,Vi,3.58,144.52,70.93,20.28
2024-11,West Bengal,Bardhaman,BSNL,1.15,102.37,75.38,17.58
2024-11,West Bengal,Bardhaman,MTNL,0.57,88.6,61.05,34.13
2024-11,West Bengal,Malda,Jio,9.39,186.55,69.04,23.14
2024-11,West Bengal,Malda,Airtel,3.17,219.66,65.67,32.62
2024-11,West Bengal,Malda,Vi,1.87,142.55,79.02,34.18
2024-11,West Bengal,Malda,BSNL,1.52,86.54,70.65,24.86
2024-11,West Bengal,Malda,MTNL,0.69,104.42,57.28,31.79
2024-11,West Bengal,Baharampur,Jio,8.14,178.23,74.39,32.95
2024-11,West Bengal,Baharampur,Airtel,11.36,222.76,71.43,27.48
2024-11,West Bengal,Baharampur,Vi,1.43,140.44,64.81,30.86
2024-11,West Bengal,Baharampur,BSNL,0.85,92.76,58.07,24.36
2024-11,West Bengal,Baharampur,MTNL,0.28,107.39,66.57,16.18
2024-11,West Bengal,Habra,Jio,10.8,177.5,57.62,16.02
2024-11,West Bengal,Habra,Airtel,8.2,197.62,55.3,22.87
2024-11,West Bengal,Habra,Vi,1.65,168.6,78.3,17.35
2024-11,West Bengal,Habra,BSNL,1.2,78.83,61.1,15.06
2024-11,West Bengal,Habra,MTNL,0.49,102.48,77.7,20.56
2024-11,West Bengal,Kharagpur,Jio,5.93,190.08,58.71,34.5
2024-11,West Bengal,Kharagpur,Airtel,10.1,212.65,61.25,22.86
2024-11,West Bengal,Kharagpur,Vi,3.61,154.31,64.87,19.95
2024-11,West Bengal,Kharagpur,BSNL,1.22,80.7,61.19,22.93
2024-11,West Bengal,Kharagpur,MTNL,0.32,81.04,67.08,30.92
2024-11,Andhra Pradesh,Visakhapatnam,Jio,3.59,181.19,67.9,16.0
2024-11,Andhra Pradesh,Visakhapatnam,Airtel,2.6,205.62,61.34,22.81
2024-11,Andhra Pradesh,Visakhapatnam,Vi,2.6,141.74,61.87,19.66
2024-11,Andhra Pradesh,Visakhapatnam,BSNL,0.65,85.31,75.32,20.7
2024-11,Andhra Pradesh,Visakhapatnam,MTNL,0.35,93.82,62.64,30.67
2024-11,Andhra Pradesh,Vijayawada,Jio,6.27,188.72,56.36,31.39
2024-11,Andhra Pradesh,Vijayawada,Airtel,2.32,202.21,71.53,19.36
2024-11,Andhra Pradesh,Vijayawada,Vi,2.57,152.2,57.57,17.55
2024-11,Andhra Pradesh,Vijayawada,BSNL,0.8,94.95,60.53,25.32
2024-11,Andhra Pradesh,Vijayawada,MTNL,0.33,98.56,59.32,27.95
2024-11,Andhra Pradesh,Guntur,Jio,5.4,173.64,61.77,15.03
2024-11,Andhra Pradesh,Guntur,Airtel,3.63,208.97,60.74,24.97
2024-11,Andhra Pradesh,Guntur,Vi,1.53,150.1,74.06,16.66
2024-11,Andhra Pradesh,Guntur,BSNL,0.54,86.94,62.13,23.84
2024-11,Andhra Pradesh,Guntur,MTNL,0.48,107.68,59.83,26.45
2024-11,Andhra Pradesh,Nellore,Jio,6.7,174.61,65.6,33.99
2024-11,Andhra Pradesh,Nellore,Airtel,6.77,214.87,59.48,32.1
2024-11,Andhra Pradesh,Nellore,Vi,3.09,145.69,62.0,28.68
2024-11,Andhra Pradesh,Nellore,BSNL,0.8,91.39,65.72,22.67
2024-11,Andhra Pradesh,Nellore,MTNL,0.37,89.1,79.61,28.44
2024-11,Andhra Pradesh,Kurnool,Jio,5.99,192.71,67.89,31.34
2024-11,Andhra Pradesh,Kurnool,Airtel,3.35,204.69,64.6,26.58
2024-11,Andhra Pradesh,Kurnool,Vi,2.65,140.0,62.58,27.02
2024-11,Andhra Pradesh,Kurnool,BSNL,0.63,76.57,56.7,15.23
2024-11,Andhra Pradesh,Kurnool,MTNL,0.34,103.65,75.37,21.75
2024-11,Andhra Pradesh,Tirupati,Jio,2.55,189.43,59.76,24.43
2024-11,Andhra Pradesh,Tirupati,Airtel,2.97,208.22,76.77,20.69
2024-11,Andhra Pradesh,Tirupati,Vi,1.66,152.82,79.89,21.93
2024-11,Andhra Pradesh,Tirupati,BSNL,1.11,82.94,58.93,33.36
2024-11,Andhra Pradesh,Tirupati,MTNL,0.24,97.06,61.3,29.22
2024-11,Andhra Pradesh,Rajahmundry,Jio,5.66,171.18,62.75,31.17
2024-11,Andhra Pradesh,Rajahmundry,Airtel,3.13,198.75,65.98,32.58
2024-11,Andhra Pradesh,Rajahmundry,Vi,2.83,148.52,57.55,18.47
2024-11,Andhra Pradesh,Rajahmundry,BSNL,0.81,79.74,64.72,32.27
2024-11,Andhra Pradesh,Rajahmundry,MTNL,0.5,94.58,61.01,33.63
2024-11,Andhra Pradesh,Kakinada,Jio,5.0,189.05,70.22,33.34
2024-11,Andhra Pradesh,Kakinada,Airtel,3.21,205.28,61.14,34.45
2024-11,Andhra Pradesh,Kakinada,Vi,2.96,150.12,58.44,23.61
2024-11,Andhra Pradesh,Kakinada,BSNL,1.31,93.58,71.93,15.04
2024-11,Andhra Pradesh,Kakinada,MTNL,0.45,102.8,59.63,27.41
2024-11,Andhra Pradesh,Eluru,Jio,2.1,197.77,79.36,20.92
2024-11,Andhra Pradesh,Eluru,Airtel,3.52,213.23,73.27,25.32
2024-11,Andhra Pradesh,Eluru,Vi,2.0,147.89,63.79,19.99
2024-11,Andhra Pradesh,Eluru,BSNL,0.97,92.78,58.51,33.58
2024-11,Andhra Pradesh,Eluru,MTNL,0.22,80.2,63.58,16.33
2024-11,Andhra Pradesh,Ongole,Jio,6.42,172.7,64.05,22.31
2024-11,Andhra Pradesh,Ongole,Airtel,6.16,215.66,72.69,24.38
2024-11,Andhra Pradesh,Ongole,Vi,3.28,161.2,58.37,26.5
2024-11,Andhra Pradesh,Ongole,BSNL,1.42,101.36,57.2,34.0
2024-11,Andhra Pradesh,Ongole,MTNL,0.48,101.79,58.69,26.52
2024-11,Telangana,Hyderabad,Jio,4.8,180.76,73.43,18.67
2024-11,Telangana,Hyderabad,Airtel,3.41,199.59,71.06,28.48
2024-11,Telangana,Hyderabad,Vi,2.78,158.26,73.37,25.09
2024-11,Telangana,Hyderabad,BSNL,1.0,89.48,77.1,31.98
2024-11,Telangana,Hyderabad,MTNL,0.36,94.89,74.66,26.59
2024-11,Telangana,Warangal,Jio,6.23,176.75,67.33,34.64
2024-11,Telangana,Warangal,Airtel,3.77,211.6,60.33,21.9
2024-11,Telangana,Warangal,Vi,2.73,146.62,70.01,31.4
2024-11,Telangana,Warangal,BSNL,0.32,81.25,65.47,33.72
2024-11,Telangana,Warangal,MTNL,0.39,83.39,56.48,18.3
2024-11,Telangana,Nizamabad,Jio,3.02,191.9,55.55,19.39
2024-11,Telangana,Nizamabad,Airtel,4.65,216.98,68.68,23.21
2024-11,Telangana,Nizamabad,Vi,1.18,144.37,59.63,29.14
2024-11,Telangana,Nizamabad,BSNL,0.57,100.41,59.31,20.03
2024-11,Telangana,Nizamabad,MTNL,0.24,108.16,72.25,17.33
2024-11,Telangana,Karimnagar,Jio,3.17,189.81,75.93,15.46
2024-11,Telangana,Karimnagar,Airtel,5.18,210.01,73.59,33.01
2024-11,Telangana,Karimnagar,Vi,1.09,158.78,73.09,25.56
2024-11,Telangana,Karimnagar,BSNL,0.37,77.99,75.71,26.31
2024-11,Telangana,Karimnagar,MTNL,0.39,84.73,69.66,18.35
2024-11,Telangana,Khammam,Jio,6.69,183.49,73.79,22.74
2024-11,Telangana,Khammam,Airtel,2.7,195.16,59.52,22.55
2024-11,Telangana,Khammam,Vi,1.27,166.48,56.24,17.63
2024-11,Telangana,Khammam,BSNL,0.35,88.39,68.91,20.48
2024-11,Telangana,Khammam,MTNL,0.18,91.25,73.64,22.63
2024-11,Telangana,Ramagundam,Jio,3.48,173.45,79.59,29.28
2024-11,Telangana,Ramagundam,Airtel,6.7,221.08,68.72,26.14
2024-11,Telangana,Ramagundam,Vi,3.0,167.2,72.91,31.44
2024-11,Telangana,Ramagundam,BSNL,0.62,97.24,58.02,29.34
2024-11,Telangana,Ramagundam,MTNL,0.58,107.17,56.22,27.74
2024-11,Telangana,Mahbubnagar,Jio,3.82,188.52,68.81,24.12
2024-11,Telangana,Mahbubnagar,Airtel,3.49,222.74,59.48,28.46
2024-11,Telangana,Mahbubnagar,Vi,0.86,148.58,75.04,21.49
2024-11,Telangana,Mahbubnagar,BSNL,0.67,104.77,68.89,18.22
2024-11,Telangana,Mahbubnagar,MTNL,0.24,95.99,72.05,15.57
2024-11,Telangana,Nalgonda,Jio,4.69,190.97,64.5,16.29
2024-11,Telangana,Nalgonda,Airtel,5.48,196.87,73.52,24.31
2024-11,Telangana,Nalgonda,Vi,2.39,140.21,71.64,16.54
2024-11,Telangana,Nalgonda,BSNL,0.33,83.3,76.75,25.08
2024-11,Telangana,Nalgonda,MTNL,0.36,91.23,73.65,28.06
2024-11,Telangana,Adilabad,Jio,5.22,194.87,55.08,17.72
2024-11,Telangana,Adilabad,Airtel,2.52,221.02,70.49,19.12
2024-11,Telangana,Adilabad,Vi,1.4,168.81,64.05,30.47
2024-11,Telangana,Adilabad,BSNL,0.61,94.74,72.45,34.6
2024-11,Telangana,Adilabad,MTNL,0.2,84.35,66.23,21.27
2024-11,Telangana,Suryapet,Jio,3.95,179.51,74.74,22.14
2024-11,Telangana,Suryapet,Airtel,4.44,202.7,76.79,28.99
2024-11,Telangana,Suryapet,Vi,2.91,150.2,72.27,17.77
2024-11,Telangana,Suryapet,BSNL,1.18,95.84,66.82,29.59
2024-11,Telangana,Suryapet,MTNL,0.15,84.52,70.7,23.01
2024-11,Kerala,Thiruvananthapuram,Jio,3.09,183.78,66.39,16.98
2024-11,Kerala,Thiruvananthapuram,Airtel,3.47,198.24,66.33,32.43
2024-11,Kerala,Thiruvananthapuram,Vi,2.04,149.91,62.58,21.16
2024-11,Kerala,Thiruvananthapuram,BSNL,0.78,96.27,64.32,24.67
2024-11,Kerala,Thiruvananthapuram,MTNL,0.43,105.33,78.37,32.54
2024-11,Kerala,Kochi,Jio,2.61,190.09,64.05,26.09
2024-11,Kerala,Kochi,Airtel,4.47,196.02,79.5,31.55
2024-11,Kerala,Kochi,Vi,2.19,160.64,77.43,21.21
2024-11,Kerala,Kochi,BSNL,0.79,88.4,69.32,31.88
2024-11,Kerala,Kochi,MTNL,0.26,90.99,61.23,27.77
2024-11,Kerala,Kozhikode,Jio,4.21,181.71,56.51,29.09
2024-11,Kerala,Kozhikode,Airtel,5.11,210.98,61.25,32.11
2024-11,Kerala,Kozhikode,Vi,1.73,166.12,57.38,25.14
2024-11,Kerala,Kozhikode,BSNL,0.79,94.41,77.44,33.36
2024-11,Kerala,Kozhikode,MTNL,0.36,98.66,58.25,22.87
2024-11,Kerala,Thrissur,Jio,3.21,179.9,73.18,24.76
2024-11,Kerala,Thrissur,Airtel,2.75,210.08,59.18,23.19
2024-11,Kerala,Thrissur,Vi,0.94,141.73,75.46,23.75
2024-11,Kerala,Thrissur,BSNL,0.32,104.29,78.01,28.05
2024-11,Kerala,Thrissur,MTNL,0.43,98.69,70.67,15.7
2024-11,Kerala,Kollam,Jio,6.24,197.16,68.0,17.52
2024-11,Kerala,Kollam,Airtel,4.27,219.64,63.16,34.87
2024-11,Kerala,Kollam,Vi,0.97,144.94,69.99,20.34
2024-11,Kerala,Kollam,BSNL,0.45,87.36,74.57,20.49
2024-11,Kerala,Kollam,MTNL,0.42,105.27,62.44,30.98
2024-11,Kerala,Palakkad,Jio,3.49,179.56,56.96,26.38
2024-11,Kerala,Palakkad,Airtel,4.72,219.49,68.79,32.96
2024-11,Kerala,Palakkad,Vi,2.75,153.24,66.52,27.87
2024-11,Kerala,Palakkad,BSNL,0.71,76.39,62.99,17.55
2024-11,Kerala,Palakkad,MTNL,0.27,84.44,69.74,29.07
2024-11,Kerala,Alappuzha,Jio,5.77,183.38,56.71,17.43
2024-11,Kerala,Alappuzha,Airtel,1.98,201.84,73.9,22.26
2024-11,Kerala,Alappuzha,Vi,2.34,158.13,68.68,25.67
2024-11,Kerala,Alappuzha,BSNL,0.82,88.51,68.24,23.07
2024-11,Kerala,Alappuzha,MTNL,0.48,98.53,75.2,23.94
2024-11,Kerala,Malappuram,Jio,3.58,188.23,68.01,29.67
2024-11,Kerala,Malappuram,Airtel,1.95,220.14,59.12,26.61
2024-11,Kerala,Malappuram,Vi,2.16,161.11,61.24,28.09
2024-11,Kerala,Malappuram,BSNL,0.46,88.86,77.12,25.6
2024-11,Kerala,Malappuram,MTNL,0.3,105.87,70.82,31.34
2024-11,Kerala,Kannur,Jio,5.62,179.86,63.79,19.04
2024-11,Kerala,Kannur,Airtel,3.27,217.2,78.84,31.09
2024-11,Kerala,Kannur,Vi,2.62,146.92,64.09,26.16
2024-11,Kerala,Kannur,BSNL,0.26,77.21,62.39,15.25
2024-11,Kerala,Kannur,MTNL,0.28,88.33,72.27,20.03
2024-11,Kerala,Kasaragod,Jio,3.43,182.22,63.19,22.77
2024-11,Kerala,Kasaragod,Airtel,2.51,209.64,66.61,20.21
2024-11,Kerala,Kasaragod,Vi,1.05,141.91,78.35,25.1
2024-11,Kerala,Kasaragod,BSNL,0.53,104.48,62.3,27.81
2024-11,Kerala,Kasaragod,MTNL,0.24,90.66,76.1,15.58
2024-11,Madhya Pradesh,Bhopal,Jio,6.66,189.99,59.36,23.07
2024-11,Madhya Pradesh,Bhopal,Airtel,4.71,219.27,63.94,27.52
2024-11,Madhya Pradesh,Bhopal,Vi,2.13,149.74,58.63,19.51
2024-11,Madhya Pradesh,Bhopal,BSNL,0.39,75.44,58.27,26.96
2024-11,Madhya Pradesh,Bhopal,MTNL,0.25,108.33,58.23,25.71
2024-11,Madhya Pradesh,Indore,Jio,4.43,175.43,67.61,15.39
2024-11,Madhya Pradesh,Indore,Airtel,2.96,223.93,77.37,22.66
2024-11,Madhya Pradesh,Indore,Vi,0.95,144.75,67.77,22.24
2024-11,Madhya Pradesh,Indore,BSNL,0.54,102.53,73.09,18.72
2024-11,Madhya Pradesh,Indore,MTNL,0.37,106.15,75.78,23.75
2024-11,Madhya Pradesh,Jabalpur,Jio,4.42,175.26,61.81,18.69
2024-11,Madhya Pradesh,Jabalpur,Airtel,4.86,222.11,75.01,30.52
2024-11,Madhya Pradesh,Jabalpur,Vi,2.54,140.03,74.33,20.37
2024-11,Madhya Pradesh,Jabalpur,BSNL,0.32,81.88,57.31,18.89
2024-11,Madhya Pradesh,Jabalpur,MTNL,0.21,80.1,78.06,26.1
2024-11,Madhya Pradesh,Gwalior,Jio,3.09,187.42,60.63,22.35
2024-11,Madhya Pradesh,Gwalior,Airtel,5.98,202.87,59.44,28.5
2024-11,Madhya Pradesh,Gwalior,Vi,2.32,154.69,75.87,21.83
2024-11,Madhya Pradesh,Gwalior,BSNL,0.75,91.22,64.33,31.24
2024-11,Madhya Pradesh,Gwalior,MTNL,0.21,80.31,75.8,32.44
2024-11,Madhya Pradesh,Ujjain,Jio,3.71,190.81,75.56,16.68
2024-11,Madhya Pradesh,Ujjain,Airtel,2.14,202.96,57.76,26.86
2024-11,Madhya Pradesh,Ujjain,Vi,2.14,142.16,63.72,16.11
2024-11,Madhya Pradesh,Ujjain,BSNL,0.61,83.57,64.16,25.2
2024-11,Madhya Pradesh,Ujjain,MTNL,0.27,95.08,77.48,19.4
2024-11,Madhya Pradesh,Sagar,Jio,4.62,180.21,61.13,18.0
2024-11,Madhya Pradesh,Sagar,Airtel,6.18,195.19,74.61,32.78
2024-11,Madhya Pradesh,Sagar,Vi,0.85,141.21,68.8,15.46
2024-11,Madhya Pradesh,Sagar,BSNL,1.07,83.14,63.94,34.59
2024-11,Madhya Pradesh,Sagar,MTNL,0.25,83.56,55.15,26.83
2024-11,Madhya Pradesh,Dewas,Jio,4.36,180.25,74.87,26.02
2024-11,Madhya Pradesh,Dewas,Airtel,4.29,214.96,73.7,27.05
2024-11,Madhya Pradesh,Dewas,Vi,2.68,165.98,60.8,25.49
2024-11,Madhya Pradesh,Dewas,BSNL,1.2,101.25,66.93,21.28
2024-11,Madhya Pradesh,Dewas,MTNL,0.19,86.32,58.6,34.99
2024-11,Madhya Pradesh,Satna,Jio,3.55,189.88,62.33,21.11
2024-11,Madhya Pradesh,Satna,Airtel,4.63,221.17,61.79,30.97
2024-11,Madhya Pradesh,Satna,Vi,1.93,162.51,72.22,29.76
2024-11,Madhya Pradesh,Satna,BSNL,0.92,76.49,62.17,34.62
2024-11,Madhya Pradesh,Satna,MTNL,0.16,107.25,70.52,34.3
2024-11,Madhya Pradesh,Ratlam,Jio,5.12,186.95,78.27,26.46
2024-11,Madhya Pradesh,Ratlam,Airtel,3.97,202.33,63.75,18.34
2024-11,Madhya Pradesh,Ratlam,Vi,0.86,146.42,59.22,20.19
2024-11,Madhya Pradesh,Ratlam,BSNL,0.68,97.75,72.27,34.92
2024-11,Madhya Pradesh,Ratlam,MTNL,0.38,97.45,68.81,22.91
2024-11,Madhya Pradesh,Rewa,Jio,6.65,175.57,66.95,33.72
2024-11,Madhya Pradesh,Rewa,Airtel,2.22,202.79,70.92,32.03
2024-11,Madhya Pradesh,Rewa,Vi,2.55,159.87,70.21,29.93
2024-11,Madhya Pradesh,Rewa,BSNL,0.61,85.33,74.51,31.03
2024-11,Madhya Pradesh,Rewa,MTNL,0.12,82.48,71.66,16.69
2024-11,Bihar,Patna,Jio,4.15,175.14,67.73,19.02
2024-11,Bihar,Patna,Airtel,2.64,200.43,74.16,17.72
2024-11,Bihar,Patna,Vi,2.28,157.06,59.57,21.94
2024-11,Bihar,Patna,BSNL,0.97,82.72,72.25,16.02
2024-11,Bihar,Patna,MTNL,0.23,85.5,79.2,26.48
2024-11,Bihar,Gaya,Jio,5.21,194.61,77.38,27.58
2024-11,Bihar,Gaya,Airtel,7.4,207.18,58.19,21.26
2024-11,Bihar,Gaya,Vi,3.49,156.18,60.42,34.84
2024-11,Bihar,Gaya,BSNL,1.4,99.99,79.33,25.25
2024-11,Bihar,Gaya,MTNL,0.75,108.41,60.43,23.11
2024-11,Bihar,Bhagalpur,Jio,8.38,177.88,74.17,28.68
2024-11,Bihar,Bhagalpur,Airtel,5.95,211.37,79.61,15.56
2024-11,Bihar,Bhagalpur,Vi,3.07,143.72,73.9,34.15
2024-11,Bihar,Bhagalpur,BSNL,0.82,89.71,76.58,23.81
2024-11,Bihar,Bhagalpur,MTNL,0.46,83.87,68.14,19.58
2024-11,Bihar,Muzaffarpur,Jio,3.7,174.26,75.58,25.02
2024-11,Bihar,Muzaffarpur,Airtel,10.76,217.09,74.8,18.14
2024-11,Bihar,Muzaffarpur,Vi,2.9,152.6,72.53,34.3
2024-11,Bihar,Muzaffarpur,BSNL,1.53,83.55,56.8,32.44
2024-11,Bihar,Muzaffarpur,MTNL,0.23,100.84,70.27,33.63
2024-11,Bihar,Purnia,Jio,3.68,182.98,79.72,23.33
2024-11,Bihar,Purnia,Airtel,10.49,210.84,69.62,28.52
2024-11,Bihar,Purnia,Vi,4.02,161.3,75.0,16.5
2024-11,Bihar,Purnia,BSNL,1.39,103.03,68.35,31.71
2024-11,Bihar,Purnia,MTNL,0.56,89.2,62.93,30.22
2024-11,Bihar,Darbhanga,Jio,4.25,182.99,77.72,30.07
2024-11,Bihar,Darbhanga,Airtel,2.97,195.43,64.48,30.6
2024-11,Bihar,Darbhanga,Vi,4.51,148.28,77.98,32.29
2024-11,Bihar,Darbhanga,BSNL,1.49,75.27,69.79,26.83
2024-11,Bihar,Darbhanga,MTNL,0.5,82.96,68.22,25.83
2024-11,Bihar,Bihar Sharif,Jio,6.87,175.74,56.81,15.43
2024-11,Bihar,Bihar Sharif,Airtel,8.74,201.4,70.09,32.89
2024-11,Bihar,Bihar Sharif,Vi,2.38,151.67,72.5,23.14
2024-11,Bihar,Bihar Sharif,BSNL,1.06,86.44,57.87,19.06
2024-11,Bihar,Bihar Sharif,MTNL,0.59,98.1,69.76,19.0
2024-11,Bihar,Arrah,Jio,10.25,183.07,76.52,26.15
2024-11,Bihar,Arrah,Airtel,8.56,222.03,65.31,30.53
2024-11,Bihar,Arrah,Vi,4.06,149.06,63.24,30.89
2024-11,Bihar,Arrah,BSNL,1.6,83.44,59.62,29.38
2024-11,Bihar,Arrah,MTNL,0.21,92.26,63.3,19.05
2024-11,Bihar,Begusarai,Jio,4.94,186.66,56.82,34.06
2024-11,Bihar,Begusarai,Airtel,3.19,220.35,61.79,27.61
2024-11,Bihar,Begusarai,Vi,2.11,149.64,69.9,18.89
2024-11,Bihar,Begusarai,BSNL,0.61,94.46,63.12,17.31
2024-11,Bihar,Begusarai,MTNL,0.58,88.9,74.1,17.9
2024-11,Bihar,Katihar,Jio,3.59,192.39,60.41,25.01
2024-11,Bihar,Katihar,Airtel,11.2,224.14,66.96,31.1
2024-11,Bihar,Katihar,Vi,3.9,156.6,71.33,28.94
2024-11,Bihar,Katihar,BSNL,1.57,88.19,66.14,29.12
2024-11,Bihar,Katihar,MTNL,0.67,106.11,67.74,25.57
2024-11,Punjab,Ludhiana,Jio,1.92,191.26,70.91,22.5
2024-11,Punjab,Ludhiana,Airtel,5.02,199.06,67.44,24.14
2024-11,Punjab,Ludhiana,Vi,1.81,156.27,59.87,27.51
2024-11,Punjab,Ludhiana,BSNL,0.73,85.57,74.3,15.15
2024-11,Punjab,Ludhiana,MTNL,0.23,101.49,62.59,22.46
2024-11,Punjab,Amritsar,Jio,1.98,187.27,72.46,23.9
2024-11,Punjab,Amritsar,Airtel,3.41,199.8,69.35,21.93
2024-11,Punjab,Amritsar,Vi,2.09,166.99,71.53,16.07
2024-11,Punjab,Amritsar,BSNL,0.86,90.05,71.71,19.66
2024-11,Punjab,Amritsar,MTNL,0.25,105.84,77.88,25.25
2024-11,Punjab,Jalandhar,Jio,4.32,193.6,62.28,28.08
2024-11,Punjab,Jalandhar,Airtel,4.62,195.29,79.15,19.14
2024-11,Punjab,Jalandhar,Vi,1.01,166.51,67.29,20.85
2024-11,Punjab,Jalandhar,BSNL,0.71,80.76,75.17,31.77
2024-11,Punjab,Jalandhar,MTNL,0.32,80.25,56.29,23.97
2024-11,Punjab,Patiala,Jio,5.13,175.26,69.42,24.37
2024-11,Punjab,Patiala,Airtel,3.11,208.33,66.85,26.31
2024-11,Punjab,Patiala,Vi,1.14,164.51,75.11,31.61
2024-11,Punjab,Patiala,BSNL,1.04,100.54,78.91,17.16
2024-11,Punjab,Patiala,MTNL,0.42,106.33,64.44,28.83
2024-11,Punjab,Bathinda,Jio,1.98,197.8,63.86,34.48
2024-11,Punjab,Bathinda,Airtel,1.82,211.45,79.03,33.05
2024-11,Punjab,Bathinda,Vi,2.25,164.19,67.15,32.5
2024-11,Punjab,Bathinda,BSNL,0.47,84.17,60.4,23.06
2024-11,Punjab,Bathinda,MTNL,0.2,87.01,72.26,23.6
2024-11,Punjab,Mohali,Jio,3.7,193.03,58.48,29.84
2024-11,Punjab,Mohali,Airtel,5.09,196.98,76.02,34.26
2024-11,Punjab,Mohali,Vi,1.46,147.46,59.83,23.45
2024-11,Punjab,Mohali,BSNL,0.79,82.31,58.04,19.5
2024-11,Punjab,Mohali,MTNL,0.32,87.92,70.76,17.73
2024-11,Punjab,Firozpur,Jio,5.24,188.17,66.31,27.24
2024-11,Punjab,Firozpur,Airtel,2.95,210.96,55.06,18.73
2024-11,Punjab,Firozpur,Vi,1.41,168.41,62.43,27.28
2024-11,Punjab,Firozpur,BSNL,0.53,102.11,60.58,33.04
2024-11,Punjab,Firozpur,MTNL,0.36,103.21,68.93,23.51
2024-11,Punjab,Pathankot,Jio,2.46,189.14,75.43,23.33
2024-11,Punjab,Pathankot,Airtel,5.05,217.64,56.88,28.51
2024-11,Punjab,Pathankot,Vi,1.25,149.08,73.34,34.15
2024-11,Punjab,Pathankot,BSNL,0.5,99.11,72.7,21.56
2024-11,Punjab,Pathankot,MTNL,0.14,93.19,75.86,27.94
2024-11,Punjab,Hoshiarpur,Jio,2.58,195.89,58.23,31.31
2024-11,Punjab,Hoshiarpur,Airtel,2.26,221.37,71.05,18.3
2024-11,Punjab,Hoshiarpur,Vi,1.49,140.44,78.76,26.81
2024-11,Punjab,Hoshiarpur,BSNL,0.44,87.87,62.04,20.26
2024-11,Punjab,Hoshiarpur,MTNL,0.12,86.27,73.93,21.31
2024-11,Punjab,Moga,Jio,3.87,174.68,78.36,28.77
2024-11,Punjab,Moga,Airtel,3.04,200.75,75.63,16.01
2024-11,Punjab,Moga,Vi,1.32,150.1,66.32,26.17
2024-11,Punjab,Moga,BSNL,0.36,89.81,65.42,22.38
2024-11,Punjab,Moga,MTNL,0.39,107.88,76.65,29.19
2024-11,Haryana,Faridabad,Jio,3.28,171.71,74.45,26.83
2024-11,Haryana,Faridabad,Airtel,5.71,217.76,61.18,34.67
2024-11,Haryana,Faridabad,Vi,2.19,143.62,59.83,29.39
2024-11,Haryana,Faridabad,BSNL,0.91,98.5,65.94,18.39
2024-11,Haryana,Faridabad,MTNL,0.34,103.88,61.45,22.85
2024-11,Haryana,Gurugram,Jio,5.28,178.93,75.09,32.65
2024-11,Haryana,Gurugram,Airtel,3.96,196.55,61.69,29.96
2024-11,Haryana,Gurugram,Vi,2.23,166.73,77.77,22.97
2024-11,Haryana,Gurugram,BSNL,0.61,93.72,75.75,26.26
2024-11,Haryana,Gurugram,MTNL,0.33,101.3,76.55,25.57
2024-11,Haryana,Panipat,Jio,5.25,173.26,68.9,30.66
2024-11,Haryana,Panipat,Airtel,3.34,215.37,78.78,29.66
2024-11,Haryana,Panipat,Vi,2.37,146.95,80.0,20.79
2024-11,Haryana,Panipat,BSNL,0.81,104.56,59.63,34.56
2024-11,Haryana,Panipat,MTNL,0.27,83.06,75.93,31.59
2024-11,Haryana,Ambala,Jio,3.05,170.19,57.22,20.19
2024-11,Haryana,Ambala,Airtel,5.5,223.14,71.48,32.97
2024-11,Haryana,Ambala,Vi,2.11,149.49,72.12,29.68
2024-11,Haryana,Ambala,BSNL,0.43,77.57,56.22,18.01
2024-11,Haryana,Ambala,MTNL,0.27,88.14,74.0,17.17
2024-11,Haryana,Yamunanagar,Jio,4.93,171.64,58.26,23.97
2024-11,Haryana,Yamunanagar,Airtel,3.49,198.38,57.66,30.25
2024-11,Haryana,Yamunanagar,Vi,1.32,142.57,65.51,33.42
2024-11,Haryana,Yamunanagar,BSNL,0.29,87.89,68.59,29.5
2024-11,Haryana,Yamunanagar,MTNL,0.29,90.12,58.04,23.51
2024-11,Haryana,Rohtak,Jio,2.51,174.98,71.03,30.07
2024-11,Haryana,Rohtak,Airtel,5.48,204.35,62.12,18.0
2024-11,Haryana,Rohtak,Vi,1.98,166.02,71.99,30.89
2024-11,Haryana,Rohtak,BSNL,0.53,104.98,68.7,29.09
2024-11,Haryana,Rohtak,MTNL,0.18,84.39,62.67,21.55
2024-11,Haryana,Hisar,Jio,4.19,191.55,72.9,25.25
2024-11,Haryana,Hisar,Airtel,3.87,223.66,70.09,20.97
2024-11,Haryana,Hisar,Vi,1.98,141.76,76.41,32.02
2024-11,Haryana,Hisar,BSNL,0.48,99.05,69.37,31.3
2024-11,Haryana,Hisar,MTNL,0.43,98.76,71.94,26.21
2024-11,Haryana,Karnal,Jio,4.1,199.86,79.17,15.24
2024-11,Haryana,Karnal,Airtel,2.67,211.5,64.89,16.76
2024-11,Haryana,Karnal,Vi,1.62,147.93,73.03,33.21
2024-11,Haryana,Karnal,BSNL,0.75,81.95,55.61,32.88
2024-11,Haryana,Karnal,MTNL,0.39,97.84,61.38,22.46
2024-11,Haryana,Sonipat,Jio,1.68,172.91,75.66,20.94
