customer_id,state,operator,plan_type,tenure_months,monthly_charge,total_charges,internet_service,num_complaints,churn
C034604,Delhi,Airtel,Prepaid,93,959.45,89228.59,No Service,3,1
C034605,Himachal Pradesh,Vi,Postpaid,3,715.68,2147.03,Fiber,2,0
C034606,Assam,Jio,Prepaid,6,605.52,3633.09,4G,0,0
C034607,Tamil Nadu,Vi,Postpaid,18,168.68,3036.28,4G,3,0
C034608,Odisha,Vi,Postpaid,4,312.3,1249.2,No Service,2,0
C034609,Kerala,Airtel,Postpaid,44,144.11,6340.79,3G,2,0
C034610,Punjab,Airtel,Prepaid,87,353.04,30714.4,4G,3,0
C034611,Punjab,Jio,Prepaid,4,359.81,1439.25,Fiber,2,0
C034612,Rajasthan,MTNL,Prepaid,3,194.29,582.86,4G,1,0
C034613,Jammu & Kashmir,Airtel,Postpaid,3,635.3,1905.89,No Service,1,0
C034614,Jammu & Kashmir,MTNL,Prepaid,0,228.06,0.0,No Service,0,1
C034615,Uttar Pradesh,Airtel,Postpaid,57,339.77,19366.78,4G,3,0
C034616,Jharkhand,Jio,Postpaid,33,939.41,31000.39,No Service,3,0
C034617,Jammu & Kashmir,Airtel,Postpaid,9,921.4,8292.6,3G,2,0
C034618,Goa,BSNL,Postpaid,36,389.67,14028.23,Fiber,2,0
C034619,Madhya Pradesh,Airtel,Postpaid,32,372.01,11904.45,Fiber,1,0
C034620,Bihar,Vi,Postpaid,65,530.39,34475.59,4G,2,0
C034621,West Bengal,Jio,Postpaid,37,102.78,3802.71,No Service,4,0
C034622,Telangana,Airtel,Postpaid,47,927.79,43606.17,3G,3,0
C034623,Telangana,Airtel,Postpaid,1,462.18,462.18,No Service,2,0
C034624,Andhra Pradesh,Airtel,Prepaid,1,103.9,103.9,3G,2,1
C034625,Telangana,Jio,Prepaid,33,321.28,10602.2,No Service,1,1
C034626,Maharashtra,Vi,Postpaid,17,561.28,9541.78,No Service,2,0
C034627,Goa,BSNL,Postpaid,40,552.98,22119.29,No Service,3,0
C034628,Madhya Pradesh,Airtel,Prepaid,3,590.7,1772.09,4G,1,0
C034629,Kerala,Jio,Prepaid,19,709.53,13481.04,No Service,1,0
C034630,Madhya Pradesh,Vi,Postpaid,15,851.22,12768.29,No Service,3,1
C034631,Kerala,Airtel,Prepaid,43,882.84,37962.02,3G,1,0
C034632,Uttarakhand,Airtel,Prepaid,68,280.97,19106.22,Fiber,1,1
C034633,Punjab,Airtel,Postpaid,33,455.42,15028.83,4G,2,0
C034634,West Bengal,Jio,Prepaid,16,903.2,14451.17,Fiber,1,0
C034635,Uttarakhand,Airtel,Postpaid,84,485.63,40792.64,3G,0,0
C034636,Himachal Pradesh,Vi,Prepaid,7,702.81,4919.66,3G,3,1
C034637,Assam,Airtel,Prepaid,10,722.41,7224.07,Fiber,3,0
C034638,Telangana,Airtel,Prepaid,14,162.71,2277.95,4G,0,0
C034639,Karnataka,Jio,Postpaid,6,169.7,1018.18,3G,3,0
C034640,Kerala,Jio,Postpaid,7,387.13,2709.91,4G,3,0
C034641,Tamil Nadu,Airtel,Prepaid,0,585.34,0.0,3G,1,0
C034642,Gujarat,Vi,Prepaid,15,571.8,8576.97,No Service,0,0
C034643,Karnataka,Jio,Prepaid,6,715.5,4293.03,4G,1,0
C034644,Odisha,Jio,Postpaid,47,292.25,13735.78,4G,3,0
C034645,West Bengal,Jio,Prepaid,30,968.26,29047.86,3G,0,1
C034646,Telangana,Airtel,Prepaid,33,705.44,23279.42,No Service,3,0
C034647,Delhi,Vi,Postpaid,1,325.34,325.34,No Service,0,0
C034648,Bihar,Jio,Postpaid,5,123.83,619.15,4G,1,0
C034649,Jammu & Kashmir,Airtel,Postpaid,51,352.44,17974.34,No Service,2,0
C034650,Kerala,BSNL,Prepaid,20,344.06,6881.3,No Service,0,0
C034651,Kerala,Jio,Postpaid,28,988.16,27668.35,No Service,2,0
C034652,Odisha,Airtel,Prepaid,11,295.8,3253.84,3G,2,0
C034653,Haryana,BSNL,Prepaid,2,352.33,704.66,No Service,1,0
C034654,Haryana,Vi,Postpaid,5,589.98,2949.9,Fiber,1,0
C034655,Gujarat,Airtel,Prepaid,79,873.76,69026.81,No Service,2,0
C034656,Karnataka,Jio,Postpaid,22,768.42,16905.31,No Service,1,0
C034657,Haryana,Jio,Prepaid,1,902.08,902.08,3G,4,0
C034658,West Bengal,Vi,Postpaid,44,555.77,24453.71,No Service,1,0
C034659,Bihar,Vi,Prepaid,45,400.47,18021.36,4G,1,1
C034660,Madhya Pradesh,Airtel,Postpaid,11,174.13,1915.4,4G,0,0
C034661,Telangana,BSNL,Prepaid,2,362.2,724.4,No Service,0,0
C034662,Delhi,Airtel,Prepaid,1,682.21,682.21,4G,1,0
C034663,Maharashtra,Airtel,Prepaid,3,970.61,2911.84,4G,2,0
C034664,Delhi,Airtel,Postpaid,40,847.53,33901.23,3G,3,0
C034665,Bihar,Jio,Postpaid,20,774.54,15490.8,No Service,1,0
C034666,Uttarakhand,Jio,Prepaid,4,617.86,2471.42,Fiber,4,0
C034667,Jharkhand,Airtel,Prepaid,12,262.75,3153.02,Fiber,2,1
C034668,Himachal Pradesh,Airtel,Postpaid,31,158.13,4902.05,Fiber,2,1
C034669,Maharashtra,Airtel,Postpaid,0,785.51,0.0,No Service,1,0
C034670,Tamil Nadu,Jio,Prepaid,8,585.76,4686.1,3G,0,0
C034671,Madhya Pradesh,Jio,Prepaid,5,520.24,2601.21,Fiber,2,1
C034672,Telangana,Jio,Postpaid,41,580.19,23787.61,4G,0,0
C034673,Andhra Pradesh,BSNL,Prepaid,22,514.44,11317.78,3G,1,0
C034674,Maharashtra,Airtel,Prepaid,3,773.6,2320.79,No Service,0,1
C034675,Odisha,Airtel,Postpaid,4,991.48,3965.93,4G,0,0
C034676,Maharashtra,Jio,Prepaid,21,126.65,2659.62,Fiber,2,0
C034677,Goa,Jio,Postpaid,0,430.62,0.0,Fiber,2,0
C034678,Bihar,Jio,Postpaid,10,714.95,7149.48,Fiber,0,0
C034679,Jammu & Kashmir,BSNL,Prepaid,75,376.06,28204.33,No Service,2,0
C034680,Telangana,Jio,Prepaid,12,141.06,1692.72,Fiber,2,1
C034681,Tamil Nadu,Airtel,Prepaid,18,683.39,12300.94,No Service,0,1
C034682,Maharashtra,Vi,Postpaid,85,978.81,83199.05,No Service,0,0
C034683,Madhya Pradesh,BSNL,Prepaid,54,413.65,22336.93,Fiber,0,0
C034684,Rajasthan,Jio,Postpaid,5,954.03,4770.14,No Service,2,0
C034685,Maharashtra,Airtel,Postpaid,10,826.5,8265.02,No Service,0,0
C034686,Uttarakhand,Jio,Postpaid,83,621.2,51559.57,Fiber,1,0
C034687,Andhra Pradesh,Jio,Prepaid,43,211.33,9087.31,3G,1,0
C034688,Bihar,BSNL,Prepaid,0,520.4,0.0,Fiber,0,0
C034689,Assam,Airtel,Prepaid,22,609.02,13398.52,4G,4,0
C034690,Jammu & Kashmir,Airtel,Prepaid,19,772.2,14671.89,4G,1,0
C034691,Bihar,Vi,Postpaid,8,171.28,1370.23,4G,1,0
C034692,Punjab,Airtel,Prepaid,5,347.74,1738.69,Fiber,2,1
C034693,Uttar Pradesh,Vi,Postpaid,8,901.29,7210.35,4G,2,1
C034694,Haryana,BSNL,Prepaid,4,504.22,2016.89,Fiber,0,0
C034695,Telangana,Airtel,Prepaid,24,662.38,15897.21,No Service,0,0
C034696,Gujarat,BSNL,Prepaid,0,388.54,0.0,4G,1,0
C034697,Odisha,Airtel,Prepaid,0,104.92,0.0,Fiber,1,0
C034698,Maharashtra,Vi,Postpaid,7,870.69,6094.84,No Service,0,0
C034699,Jammu & Kashmir,MTNL,Postpaid,35,153.93,5387.7,Fiber,1,0
C034700,Haryana,Airtel,Postpaid,11,699.41,7693.52,Fiber,0,0
C034701,Maharashtra,Jio,Prepaid,9,109.04,981.37,No Service,1,1
C034702,Maharashtra,Jio,Postpaid,25,532.55,13313.68,3G,1,0
C034703,Himachal Pradesh,Jio,Prepaid,6,308.42,1850.54,4G,2,0
C034704,Uttar Pradesh,Airtel,Prepaid,11,824.72,9071.92,3G,2,0
C034705,Goa,Jio,Postpaid,47,204.16,9595.49,Fiber,1,0
C034706,Uttar Pradesh,BSNL,Postpaid,18,145.79,2624.21,4G,0,1
C034707,West Bengal,Jio,Prepaid,10,101.55,1015.54,No Service,2,0
C034708,Andhra Pradesh,Vi,Postpaid,38,697.4,26501.22,3G,1,1
C034709,Madhya Pradesh,Jio,Postpaid,16,404.01,6464.23,4G,2,0
C034710,Uttar Pradesh,BSNL,Prepaid,6,85.42,512.54,3G,0,0
C034711,Delhi,Jio,Prepaid,3,400.74,1202.23,4G,2,1
C034712,Kerala,Airtel,Prepaid,1,952.53,952.53,Fiber,0,1
C034713,Karnataka,MTNL,Postpaid,49,442.88,21701.31,3G,2,1
C034714,West Bengal,Vi,Prepaid,3,664.15,1992.45,No Service,1,0
C034715,Jammu & Kashmir,Vi,Prepaid,16,568.79,9100.57,4G,1,0
C034716,Kerala,Jio,Prepaid,91,501.04,45594.75,3G,1,0
C034717,Assam,MTNL,Prepaid,54,85.13,4596.94,No Service,0,0
C034718,Odisha,MTNL,Postpaid,48,526.5,25271.82,No Service,1,0
C034719,Bihar,Vi,Prepaid,41,643.21,26371.72,4G,1,0
C034720,Himachal Pradesh,Jio,Postpaid,14,331.34,4638.82,3G,2,0
C034721,Bihar,Jio,Prepaid,82,376.73,30891.94,3G,1,1
C034722,Uttarakhand,Jio,Prepaid,19,995.92,18922.39,4G,0,0
C034723,Madhya Pradesh,Jio,Postpaid,58,738.98,42861.12,3G,2,1
C034724,Odisha,BSNL,Postpaid,14,300.15,4202.09,4G,0,1
C034725,Rajasthan,Airtel,Postpaid,37,173.29,6411.55,3G,0,0
C034726,Telangana,Jio,Postpaid,9,106.04,954.33,4G,2,0
C034727,Kerala,Vi,Postpaid,22,645.22,14194.93,Fiber,1,0
C034728,Uttar Pradesh,Vi,Prepaid,7,255.34,1787.39,3G,5,0
C034729,Andhra Pradesh,Airtel,Postpaid,4,536.86,2147.45,4G,2,0
C034730,Madhya Pradesh,Airtel,Prepaid,60,244.37,14662.22,4G,0,1
C034731,Himachal Pradesh,Jio,Postpaid,56,506.32,28353.66,3G,0,0
C034732,Rajasthan,Vi,Prepaid,16,241.87,3869.99,3G,0,0
C034733,Goa,Airtel,Postpaid,25,384.03,9600.84,No Service,0,0
C034734,West Bengal,Vi,Postpaid,2,295.38,590.75,3G,0,1
C034735,West Bengal,Vi,Postpaid,32,906.56,29009.86,3G,0,1
C034736,Odisha,Airtel,Prepaid,17,705.12,11986.98,Fiber,1,0
C034737,Goa,Airtel,Prepaid,25,181.46,4536.41,4G,2,0
C034738,Telangana,Jio,Prepaid,32,722.5,23119.98,Fiber,1,0
C034739,Odisha,Airtel,Postpaid,20,903.26,18065.29,4G,1,0
C034740,Kerala,Vi,Postpaid,1,740.68,740.68,4G,2,0
C034741,Madhya Pradesh,MTNL,Prepaid,61,533.51,32544.16,No Service,3,1
C034742,Jharkhand,Vi,Prepaid,22,140.69,3095.21,4G,3,0
C034743,Bihar,Airtel,Prepaid,2,505.63,1011.26,3G,3,0
C034744,Assam,Airtel,Prepaid,46,423.64,19487.63,Fiber,0,0
C034745,Uttar Pradesh,Vi,Prepaid,8,814.55,6516.38,No Service,0,0
C034746,Maharashtra,Vi,Prepaid,3,519.91,1559.73,4G,1,0
C034747,Karnataka,Vi,Postpaid,13,624.83,8122.83,4G,0,0
C034748,Haryana,Jio,Prepaid,8,424.63,3397.06,4G,1,1
C034749,Gujarat,Vi,Prepaid,16,859.68,13754.91,4G,0,0
C034750,Tamil Nadu,Vi,Prepaid,86,862.69,74191.24,No Service,4,0
C034751,Madhya Pradesh,Airtel,Postpaid,2,530.46,1060.93,4G,3,1
C034752,Rajasthan,Vi,Prepaid,21,437.22,9181.53,Fiber,2,0
C034753,Odisha,Vi,Postpaid,28,312.94,8762.32,3G,2,0
C034754,Jammu & Kashmir,Airtel,Postpaid,3,413.79,1241.38,Fiber,1,0
C034755,Delhi,Airtel,Prepaid,62,444.29,27545.75,Fiber,0,0
C034756,Delhi,Airtel,Postpaid,13,960.76,12489.84,4G,0,0
C034757,Delhi,Jio,Postpaid,14,700.7,9809.74,4G,0,0
C034758,Jharkhand,Airtel,Postpaid,10,980.03,9800.33,Fiber,1,0
C034759,Maharashtra,Airtel,Prepaid,79,669.63,52900.87,3G,2,1
C034760,Uttarakhand,Jio,Prepaid,25,209.31,5232.66,Fiber,0,0
C034761,West Bengal,Airtel,Prepaid,77,688.97,53050.75,No Service,0,0
C034762,Telangana,Airtel,Postpaid,23,796.78,18325.9,4G,2,0
C034763,Bihar,BSNL,Postpaid,2,244.33,488.65,No Service,1,0
C034764,Kerala,Airtel,Postpaid,12,164.18,1970.22,No Service,1,0
C034765,West Bengal,Airtel,Postpaid,37,839.22,31051.23,No Service,0,0
C034766,Assam,Airtel,Prepaid,11,819.97,9019.66,Fiber,2,0
C034767,Madhya Pradesh,BSNL,Prepaid,50,149.82,7491.22,Fiber,2,1
C034768,Goa,Airtel,Postpaid,33,452.41,14929.59,No Service,3,0
C034769,Jammu & Kashmir,Jio,Postpaid,6,470.85,2825.09,4G,0,0
C034770,Maharashtra,Airtel,Prepaid,138,746.25,102982.18,4G,3,0
C034771,Uttar Pradesh,Airtel,Prepaid,39,144.05,5617.78,4G,0,0
C034772,Rajasthan,Airtel,Postpaid,50,133.7,6684.84,3G,1,1
C034773,Jammu & Kashmir,Vi,Prepaid,22,674.91,14847.94,3G,3,0
C034774,Maharashtra,BSNL,Prepaid,3,154.33,462.98,No Service,3,0
C034775,Jammu & Kashmir,BSNL,Postpaid,25,564.71,14117.63,4G,1,0
C034776,Jharkhand,MTNL,Prepaid,72,472.0,33984.26,3G,2,0
C034777,Kerala,BSNL,Postpaid,20,486.34,9726.87,Fiber,2,0
C034778,Punjab,Airtel,Prepaid,1,696.45,696.45,3G,3,1
C034779,Jammu & Kashmir,Jio,Prepaid,9,877.48,7897.29,Fiber,3,0
C034780,Himachal Pradesh,Jio,Postpaid,34,408.6,13892.26,No Service,0,0
C034781,Rajasthan,MTNL,Prepaid,24,431.12,10346.83,4G,1,0
C034782,Tamil Nadu,Vi,Prepaid,17,370.47,6297.91,3G,6,0
C034783,Goa,Airtel,Prepaid,75,967.84,72588.03,4G,3,0
C034784,Rajasthan,MTNL,Postpaid,8,122.88,983.01,No Service,2,0
C034785,West Bengal,Jio,Postpaid,13,903.4,11744.21,Fiber,1,0
C034786,Himachal Pradesh,Airtel,Postpaid,1,169.22,169.22,4G,1,1
C034787,Tamil Nadu,Vi,Prepaid,33,229.61,7577.17,Fiber,1,0
C034788,Punjab,Airtel,Prepaid,31,349.45,10832.9,Fiber,2,0
C034789,Uttarakhand,BSNL,Prepaid,14,340.4,4765.57,Fiber,0,0
C034790,West Bengal,Vi,Postpaid,39,223.59,8719.99,No Service,1,0
C034791,Andhra Pradesh,BSNL,Prepaid,20,514.09,10281.87,Fiber,0,1
C034792,Uttar Pradesh,Vi,Postpaid,50,948.32,47415.82,4G,2,0
C034793,Uttarakhand,Airtel,Prepaid,50,744.41,37220.3,Fiber,2,0
C034794,Himachal Pradesh,Jio,Prepaid,5,851.93,4259.67,3G,1,0
C034795,Uttar Pradesh,BSNL,Prepaid,41,105.88,4341.27,4G,2,0
C034796,Andhra Pradesh,Vi,Prepaid,11,440.72,4847.97,Fiber,0,0
C034797,Andhra Pradesh,Jio,Postpaid,2,928.44,1856.88,Fiber,3,0
C034798,Jharkhand,BSNL,Postpaid,9,438.51,3946.61,3G,0,0
C034799,Telangana,Airtel,Prepaid,1,385.63,385.63,Fiber,1,0
C034800,Jharkhand,Airtel,Postpaid,22,501.6,11035.18,Fiber,0,0
C034801,Haryana,Jio,Prepaid,0,608.87,0.0,No Service,1,0
C034802,Delhi,Jio,Prepaid,13,759.3,9870.93,Fiber,3,1
C034803,Himachal Pradesh,Airtel,Prepaid,16,949.51,15192.13,3G,0,1
C034804,Jammu & Kashmir,Jio,Prepaid,19,989.52,18800.8,No Service,2,0
C034805,Uttar Pradesh,Vi,Prepaid,6,658.05,3948.29,Fiber,4,0
C034806,Andhra Pradesh,Jio,Prepaid,8,374.66,2997.31,Fiber,1,0
C034807,Uttarakhand,MTNL,Postpaid,16,512.67,8202.66,No Service,4,0
C034808,Odisha,Vi,Prepaid,0,692.2,0.0,Fiber,1,1
C034809,Uttar Pradesh,Airtel,Postpaid,14,685.55,9597.65,4G,0,0
C034810,Uttar Pradesh,MTNL,Postpaid,0,103.06,0.0,No Service,0,0
C034811,Karnataka,BSNL,Prepaid,73,188.67,13772.71,3G,3,0
C034812,Haryana,BSNL,Prepaid,5,134.25,671.24,No Service,1,0
C034813,Telangana,Airtel,Postpaid,21,739.48,15529.15,4G,1,0
C034814,Goa,BSNL,Postpaid,22,389.61,8571.48,3G,1,0
C034815,Madhya Pradesh,Jio,Prepaid,11,623.91,6863.03,No Service,0,0
C034816,Goa,Jio,Prepaid,70,342.1,23947.17,3G,4,0
C034817,Jharkhand,BSNL,Prepaid,19,504.66,9588.51,Fiber,0,0
C034818,Rajasthan,Jio,Prepaid,80,982.43,78594.23,4G,2,0
C034819,Himachal Pradesh,Jio,Postpaid,4,132.84,531.34,No Service,2,0
C034820,Jharkhand,Vi,Postpaid,31,283.96,8802.82,Fiber,1,0
C034821,Jammu & Kashmir,Vi,Prepaid,21,349.76,7345.02,Fiber,1,0
C034822,Delhi,Jio,Postpaid,6,650.77,3904.64,3G,1,1
C034823,Jharkhand,Jio,Postpaid,69,749.63,51724.17,Fiber,0,0
C034824,Jammu & Kashmir,Jio,Prepaid,20,744.61,14892.12,No Service,0,1
C034825,Uttarakhand,BSNL,Prepaid,25,364.99,9124.87,4G,1,0
C034826,Karnataka,Airtel,Postpaid,31,916.7,28417.83,No Service,2,1
C034827,Karnataka,MTNL,Prepaid,28,297.44,8328.37,No Service,0,0
C034828,Punjab,Airtel,Prepaid,19,879.53,16711.0,4G,0,0
C034829,Uttarakhand,Vi,Prepaid,0,456.61,0.0,Fiber,1,0
C034830,West Bengal,Vi,Prepaid,79,141.26,11159.85,Fiber,0,0
C034831,Telangana,Jio,Prepaid,5,262.7,1313.49,4G,1,1
C034832,Himachal Pradesh,BSNL,Postpaid,2,491.25,982.5,4G,2,1
C034833,Telangana,Vi,Prepaid,3,272.84,818.53,4G,1,1
C034834,Delhi,Jio,Prepaid,15,667.55,10013.27,3G,0,0
C034835,Delhi,Vi,Prepaid,5,915.79,4578.93,No Service,1,0
C034836,Jammu & Kashmir,BSNL,Prepaid,16,374.56,5993.01,3G,3,0
C034837,Assam,Jio,Postpaid,15,651.15,9767.24,Fiber,2,0
C034838,Andhra Pradesh,Jio,Postpaid,25,737.5,18437.43,No Service,1,0
C034839,Maharashtra,Airtel,Prepaid,18,865.24,15574.3,3G,2,0
C034840,Odisha,Airtel,Prepaid,9,436.28,3926.52,4G,4,0
C034841,Rajasthan,MTNL,Prepaid,15,580.61,8709.19,Fiber,1,1
C034842,Tamil Nadu,BSNL,Postpaid,8,548.41,4387.3,No Service,4,0
C034843,Kerala,Vi,Prepaid,67,749.68,50228.8,4G,2,1
C034844,Haryana,Jio,Postpaid,0,321.73,0.0,4G,1,0
C034845,Punjab,BSNL,Prepaid,6,454.82,2728.94,3G,0,0
C034846,Uttar Pradesh,BSNL,Postpaid,4,581.4,2325.59,No Service,2,0
C034847,Kerala,Airtel,Prepaid,25,670.8,16769.93,No Service,2,0
C034848,Delhi,Airtel,Prepaid,26,678.22,17633.67,3G,1,1
C034849,Himachal Pradesh,Airtel,Prepaid,77,468.84,36100.66,Fiber,2,0
C034850,Uttarakhand,Vi,Prepaid,8,237.73,1901.84,3G,0,0
C034851,Madhya Pradesh,BSNL,Prepaid,23,111.88,2573.2,3G,3,0
C034852,Andhra Pradesh,Jio,Postpaid,30,732.34,21970.2,3G,1,0
C034853,Kerala,Vi,Postpaid,14,955.73,13380.15,No Service,0,1
C034854,Rajasthan,Vi,Prepaid,4,248.87,995.5,3G,1,0
C034855,Odisha,Jio,Prepaid,71,858.6,60960.9,4G,1,1
C034856,Kerala,Jio,Prepaid,26,120.87,3142.59,4G,2,0
C034857,Delhi,Vi,Postpaid,33,375.09,12377.81,4G,3,0
C034858,Jharkhand,Jio,Postpaid,3,679.35,2038.04,4G,2,0
C034859,Gujarat,Vi,Prepaid,16,867.95,13887.25,Fiber,1,0
C034860,Andhra Pradesh,Vi,Postpaid,28,938.32,26272.94,3G,2,0
C034861,Andhra Pradesh,Vi,Postpaid,6,569.28,3415.68,No Service,0,0
C034862,Kerala,Vi,Prepaid,23,812.88,18696.23,No Service,4,1
C034863,Goa,Vi,Postpaid,51,643.42,32814.56,Fiber,0,0
C034864,Bihar,Airtel,Prepaid,5,325.52,1627.6,3G,3,0
C034865,Uttarakhand,Airtel,Postpaid,52,973.07,50599.48,Fiber,0,0
C034866,Uttar Pradesh,Airtel,Prepaid,6,834.42,5006.52,4G,1,0
C034867,Assam,Jio,Postpaid,18,537.77,9679.91,3G,2,0
C034868,Rajasthan,BSNL,Postpaid,4,232.62,930.48,4G,2,0
C034869,Assam,Airtel,Postpaid,4,710.5,2842.01,No Service,1,0
C034870,Uttarakhand,Airtel,Prepaid,9,828.01,7452.06,4G,0,0
C034871,West Bengal,Airtel,Postpaid,8,746.43,5971.44,Fiber,2,0
C034872,Kerala,MTNL,Prepaid,7,131.68,921.77,3G,4,0
C034873,Kerala,Airtel,Postpaid,71,630.72,44781.06,4G,0,0
C034874,Tamil Nadu,Jio,Prepaid,2,950.89,1901.78,No Service,3,1
C034875,Goa,Airtel,Postpaid,26,827.82,21523.35,No Service,4,0
C034876,Tamil Nadu,Jio,Postpaid,31,952.92,29540.42,4G,1,1
C034877,Haryana,BSNL,Prepaid,8,182.27,1458.16,Fiber,3,0
C034878,Assam,Vi,Prepaid,36,536.39,19310.21,Fiber,2,1
C034879,Tamil Nadu,Jio,Prepaid,7,155.5,1088.52,4G,1,0
C034880,Madhya Pradesh,Jio,Postpaid,82,181.63,14893.97,Fiber,2,0
C034881,Assam,MTNL,Postpaid,4,161.49,645.95,4G,2,0
C034882,West Bengal,Jio,Postpaid,11,827.83,9106.11,No Service,1,0
C034883,Goa,MTNL,Postpaid,21,327.88,6885.4,No Service,0,0
C034884,Rajasthan,BSNL,Prepaid,2,120.96,241.93,3G,1,0
C034885,Odisha,Vi,Postpaid,75,221.63,16622.46,Fiber,1,1
C034886,Delhi,Vi,Postpaid,22,683.73,15042.13,Fiber,1,0
C034887,Jharkhand,Airtel,Postpaid,1,935.55,935.55,Fiber,1,0
C034888,Haryana,Airtel,Prepaid,4,310.67,1242.68,3G,3,1
C034889,Assam,BSNL,Prepaid,25,350.26,8756.52,Fiber,3,0
C034890,Punjab,Vi,Postpaid,6,422.79,2536.71,Fiber,3,0
C034891,Andhra Pradesh,Airtel,Prepaid,6,235.82,1414.9,Fiber,0,0
C034892,Bihar,Jio,Prepaid,7,554.92,3884.41,4G,0,0
C034893,Himachal Pradesh,Jio,Prepaid,0,407.1,0.0,Fiber,3,1
C034894,Delhi,Vi,Postpaid,18,832.56,14986.11,4G,0,0
C034895,Andhra Pradesh,Jio,Prepaid,64,111.82,7156.66,Fiber,1,0
C034896,Gujarat,Jio,Postpaid,34,259.48,8822.48,3G,2,0
C034897,West Bengal,Airtel,Prepaid,5,748.36,3741.78,3G,3,0
C034898,Uttar Pradesh,MTNL,Prepaid,5,147.05,735.27,No Service,2,0
C034899,West Bengal,Airtel,Prepaid,10,666.55,6665.45,3G,2,0
C034900,Jharkhand,Jio,Postpaid,108,334.46,36122.18,Fiber,0,0
C034901,Himachal Pradesh,BSNL,Prepaid,6,161.5,969.02,4G,1,0
C034902,Gujarat,BSNL,Postpaid,7,379.47,2656.28,4G,3,1
C034903,Andhra Pradesh,Jio,Postpaid,1,660.19,660.19,Fiber,2,1
C034904,Delhi,Jio,Postpaid,16,597.2,9555.25,3G,0,0
C034905,Telangana,Airtel,Prepaid,2,132.05,264.11,No Service,3,1
C034906,Rajasthan,Jio,Prepaid,24,686.15,16467.59,Fiber,4,1
C034907,Bihar,Airtel,Prepaid,12,666.8,8001.55,3G,1,0
C034908,Madhya Pradesh,Airtel,Prepaid,20,108.25,2164.97,No Service,2,0
C034909,Goa,Jio,Postpaid,41,919.67,37706.37,Fiber,1,0
C034910,Jammu & Kashmir,Airtel,Prepaid,1,441.9,441.9,Fiber,4,0
C034911,Karnataka,Vi,Prepaid,2,527.87,1055.74,No Service,2,0
C034912,Gujarat,Jio,Prepaid,23,802.51,18457.71,No Service,0,0
C034913,Telangana,Vi,Prepaid,66,832.42,54939.95,4G,2,0
C034914,Jharkhand,Jio,Prepaid,20,436.61,8732.21,3G,0,0
C034915,Gujarat,Jio,Prepaid,93,657.18,61117.68,Fiber,1,0
C034916,Bihar,Airtel,Postpaid,41,123.16,5049.72,4G,1,0
C034917,Himachal Pradesh,Jio,Postpaid,23,361.27,8309.19,Fiber,3,0
C034918,Madhya Pradesh,Jio,Prepaid,5,732.7,3663.48,3G,2,1
C034919,Uttarakhand,Jio,Postpaid,38,216.12,8212.74,3G,1,0
C034920,Telangana,Airtel,Prepaid,60,482.14,28928.39,No Service,1,0
C034921,Karnataka,BSNL,Prepaid,9,128.7,1158.28,No Service,1,0
C034922,Assam,Airtel,Postpaid,54,189.88,10253.59,3G,0,0
C034923,Punjab,Vi,Prepaid,69,387.17,26714.71,No Service,2,0
C034924,West Bengal,Vi,Prepaid,10,578.38,5783.81,Fiber,3,1
C034925,Rajasthan,Vi,Prepaid,13,218.52,2840.79,Fiber,1,0
C034926,Odisha,Jio,Prepaid,61,488.13,29775.71,No Service,3,0
C034927,Assam,Vi,Prepaid,0,891.37,0.0,3G,0,0
C034928,Karnataka,Vi,Postpaid,13,871.26,11326.43,No Service,2,0
C034929,Delhi,BSNL,Postpaid,22,525.83,11568.32,No Service,1,0
C034930,Tamil Nadu,Airtel,Postpaid,42,500.99,21041.58,Fiber,3,0
C034931,Himachal Pradesh,Vi,Postpaid,4,845.38,3381.51,3G,1,1
C034932,Punjab,BSNL,Postpaid,44,86.81,3819.67,4G,0,0
C034933,West Bengal,Jio,Prepaid,1,545.1,545.1,No Service,0,0
C034934,Himachal Pradesh,Airtel,Prepaid,0,501.32,0.0,Fiber,2,1
C034935,Delhi,Vi,Postpaid,20,800.26,16005.22,No Service,3,0
C034936,Karnataka,Airtel,Prepaid,1,155.42,155.42,Fiber,2,0
C034937,Gujarat,Jio,Postpaid,1,103.06,103.06,No Service,1,0
C034938,Himachal Pradesh,Jio,Prepaid,0,930.37,0.0,No Service,1,0
C034939,Haryana,Airtel,Prepaid,9,834.45,7510.09,No Service,3,0
C034940,Odisha,Airtel,Prepaid,1,433.8,433.8,3G,1,0
C034941,Himachal Pradesh,Vi,Postpaid,24,219.78,5274.74,No Service,1,1
C034942,Uttar Pradesh,Airtel,Postpaid,7,840.28,5881.97,Fiber,2,0
C034943,Jharkhand,Airtel,Postpaid,27,308.01,8316.23,3G,0,0
C034944,West Bengal,Airtel,Prepaid,12,873.74,10484.86,4G,4,0
C034945,Jammu & Kashmir,Vi,Prepaid,14,890.91,12472.8,No Service,3,1
C034946,Haryana,Jio,Prepaid,9,275.3,2477.73,Fiber,2,0
C034947,Assam,Airtel,Postpaid,11,758.48,8343.32,4G,0,0
C034948,Telangana,Airtel,Postpaid,3,546.21,1638.63,Fiber,2,0
C034949,Bihar,Vi,Prepaid,19,838.07,15923.28,No Service,5,0
C034950,Punjab,Jio,Prepaid,27,151.22,4082.98,4G,1,0
C034951,Punjab,Airtel,Prepaid,16,478.12,7649.91,Fiber,1,0
