month,state,city,operator,call_drop_rate,avg_data_speed_mbps,tower_uptime_perc,latency_ms,complaints_per_1k
2024-11,Jharkhand,Bokaro,Jio,1.13,20.59,98.82,76.3,1.15
2024-11,Jharkhand,Bokaro,Airtel,0.93,22.81,99.09,90.2,2.71
2024-11,Jharkhand,Bokaro,Vi,1.85,13.69,97.59,53.2,1.89
2024-11,Jharkhand,Bokaro,BSNL,3.6,8.13,95.66,59.5,2.97
2024-11,Jharkhand,Bokaro,MTNL,3.38,5.23,95.92,80.2,3.71
2024-11,Jharkhand,Deoghar,Jio,0.91,21.46,98.61,53.6,1.32
2024-11,Jharkhand,Deoghar,Airtel,0.8,23.84,98.5,82.8,4.67
2024-11,Jharkhand,Deoghar,Vi,2.15,12.42,97.57,82.3,4.2
2024-11,Jharkhand,Deoghar,BSNL,3.65,5.78,95.68,101.8,1.3
2024-11,Jharkhand,Deoghar,MTNL,3.46,9.35,96.44,98.1,4.51
2024-11,Jharkhand,Phusro,Jio,0.92,22.14,98.56,78.4,3.33
2024-11,Jharkhand,Phusro,Airtel,1.2,24.68,98.95,100.2,4.9
2024-11,Jharkhand,Phusro,Vi,2.08,15.4,97.7,48.8,6.45
2024-11,Jharkhand,Phusro,BSNL,3.92,7.94,95.65,52.0,2.13
2024-11,Jharkhand,Phusro,MTNL,3.12,9.49,96.27,96.0,3.76
2024-11,Jharkhand,Hazaribagh,Jio,1.39,24.17,98.69,65.1,1.95
2024-11,Jharkhand,Hazaribagh,Airtel,1.26,26.51,98.7,78.1,4.22
2024-11,Jharkhand,Hazaribagh,Vi,1.68,16.5,97.2,90.6,3.64
2024-11,Jharkhand,Hazaribagh,BSNL,3.94,6.93,95.69,62.9,5.79
2024-11,Jharkhand,Hazaribagh,MTNL,3.19,5.52,96.15,89.3,4.78
2024-11,Jharkhand,Giridih,Jio,1.44,23.94,98.4,87.5,4.85
2024-11,Jharkhand,Giridih,Airtel,0.83,26.52,98.65,61.5,2.27
2024-11,Jharkhand,Giridih,Vi,1.89,13.36,97.6,88.6,0.76
2024-11,Jharkhand,Giridih,BSNL,3.68,4.88,95.61,102.7,4.59
2024-11,Jharkhand,Giridih,MTNL,3.32,7.08,96.4,70.5,5.03
2024-11,Jharkhand,Ramgarh,Jio,1.39,23.96,98.36,63.9,4.36
2024-11,Jharkhand,Ramgarh,Airtel,0.99,24.07,99.05,96.1,5.57
2024-11,Jharkhand,Ramgarh,Vi,2.18,15.56,97.43,64.8,5.47
2024-11,Jharkhand,Ramgarh,BSNL,3.99,7.51,95.95,95.6,5.04
2024-11,Jharkhand,Ramgarh,MTNL,3.6,9.34,96.1,36.2,4.76
2024-11,Jharkhand,Medininagar,Jio,1.4,24.09,98.85,93.9,3.21
2024-11,Jharkhand,Medininagar,Airtel,1.27,25.8,99.0,49.3,3.58
2024-11,Jharkhand,Medininagar,Vi,1.69,12.62,97.68,99.6,3.74
2024-11,Jharkhand,Medininagar,BSNL,3.73,8.86,96.1,40.3,0.89
2024-11,Jharkhand,Medininagar,MTNL,3.62,7.62,96.29,67.4,4.97
2024-11,Uttarakhand,Dehradun,Jio,1.38,24.51,98.52,66.5,5.82
2024-11,Uttarakhand,Dehradun,Airtel,0.97,24.41,99.08,83.1,3.62
2024-11,Uttarakhand,Dehradun,Vi,2.1,13.44,97.55,81.4,4.84
2024-11,Uttarakhand,Dehradun,BSNL,3.56,9.13,96.05,84.0,4.08
2024-11,Uttarakhand,Dehradun,MTNL,3.26,7.37,96.16,34.9,6.06
2024-11,Uttarakhand,Haridwar,Jio,1.14,19.75,98.55,58.8,1.16
2024-11,Uttarakhand,Haridwar,Airtel,0.83,23.0,98.6,34.9,5.93
2024-11,Uttarakhand,Haridwar,Vi,2.09,16.21,97.28,78.2,5.93
2024-11,Uttarakhand,Haridwar,BSNL,4.01,4.45,95.83,54.3,1.74
2024-11,Uttarakhand,Haridwar,MTNL,3.14,6.78,96.33,83.0,4.03
2024-11,Uttarakhand,Roorkee,Jio,1.31,23.06,98.78,102.0,4.04
2024-11,Uttarakhand,Roorkee,Airtel,1.17,26.78,99.05,68.5,6.03
2024-11,Uttarakhand,Roorkee,Vi,1.94,15.31,97.41,102.8,1.92
2024-11,Uttarakhand,Roorkee,BSNL,3.59,5.41,95.85,85.9,6.41
2024-11,Uttarakhand,Roorkee,MTNL,3.42,8.01,96.22,96.4,2.59
2024-11,Uttarakhand,Haldwani,Jio,0.95,20.68,98.82,39.2,3.57
2024-11,Uttarakhand,Haldwani,Airtel,0.9,23.53,98.84,92.7,2.52
2024-11,Uttarakhand,Haldwani,Vi,1.69,14.96,97.64,69.6,1.34
2024-11,Uttarakhand,Haldwani,BSNL,3.44,4.59,96.15,71.0,2.83
2024-11,Uttarakhand,Haldwani,MTNL,3.16,8.42,96.36,89.0,0.76
2024-11,Uttarakhand,Rudrapur,Jio,1.3,20.34,98.78,37.8,2.08
2024-11,Uttarakhand,Rudrapur,Airtel,1.18,25.76,98.52,38.9,2.0
2024-11,Uttarakhand,Rudrapur,Vi,2.13,14.92,97.31,45.9,3.31
2024-11,Uttarakhand,Rudrapur,BSNL,3.49,6.22,96.08,56.8,5.25
2024-11,Uttarakhand,Rudrapur,MTNL,3.42,6.94,96.44,60.4,4.95
2024-11,Uttarakhand,Kashipur,Jio,1.32,24.12,98.47,41.7,3.27
2024-11,Uttarakhand,Kashipur,Airtel,1.24,24.26,98.66,28.8,4.75
2024-11,Uttarakhand,Kashipur,Vi,2.04,16.02,97.5,95.5,1.15
2024-11,Uttarakhand,Kashipur,BSNL,3.78,6.54,96.14,96.8,6.36
2024-11,Uttarakhand,Kashipur,MTNL,3.26,6.82,96.02,83.9,5.52
2024-11,Uttarakhand,Rishikesh,Jio,1.35,24.49,98.64,42.7,4.17
2024-11,Uttarakhand,Rishikesh,Airtel,0.93,24.28,98.92,41.8,3.84
2024-11,Uttarakhand,Rishikesh,Vi,1.7,16.3,97.25,98.7,6.5
2024-11,Uttarakhand,Rishikesh,BSNL,3.58,4.62,95.62,37.4,6.0
2024-11,Uttarakhand,Rishikesh,MTNL,3.49,5.38,96.48,77.1,6.09
2024-11,Uttarakhand,Pithoragarh,Jio,1.27,21.42,98.34,27.3,4.22
2024-11,Uttarakhand,Pithoragarh,Airtel,1.01,25.51,99.08,96.5,2.74
2024-11,Uttarakhand,Pithoragarh,Vi,1.81,13.27,97.76,96.8,6.13
2024-11,Uttarakhand,Pithoragarh,BSNL,3.58,6.5,95.81,51.2,1.21
2024-11,Uttarakhand,Pithoragarh,MTNL,3.55,6.41,96.11,73.3,6.07
2024-11,Uttarakhand,Ramnagar,Jio,1.27,22.75,98.36,74.6,2.21
2024-11,Uttarakhand,Ramnagar,Airtel,1.09,24.25,98.55,91.9,3.9
2024-11,Uttarakhand,Ramnagar,Vi,1.79,13.63,97.57,79.0,3.5
2024-11,Uttarakhand,Ramnagar,BSNL,3.76,4.69,95.69,42.4,3.75
2024-11,Uttarakhand,Ramnagar,MTNL,3.3,7.78,96.0,101.5,4.25
2024-11,Uttarakhand,Mussoorie,Jio,0.92,21.39,98.89,101.4,1.06
2024-11,Uttarakhand,Mussoorie,Airtel,1.21,25.83,98.61,91.0,4.39
2024-11,Uttarakhand,Mussoorie,Vi,1.69,16.09,97.66,26.6,2.14
2024-11,Uttarakhand,Mussoorie,BSNL,3.6,6.45,95.74,90.6,4.76
2024-11,Uttarakhand,Mussoorie,MTNL,3.07,8.46,96.47,64.5,1.72
2024-11,Himachal Pradesh,Shimla,Jio,1.37,22.84,98.56,58.1,2.3
2024-11,Himachal Pradesh,Shimla,Airtel,0.77,26.98,99.09,99.8,1.64
2024-11,Himachal Pradesh,Shimla,Vi,1.87,13.31,97.41,51.2,6.09
2024-11,Himachal Pradesh,Shimla,BSNL,4.01,4.36,95.92,77.6,2.09
2024-11,Himachal Pradesh,Shimla,MTNL,3.09,5.3,96.34,54.5,3.95
2024-11,Himachal Pradesh,Dharamshala,Jio,1.03,23.61,98.36,27.2,3.23
2024-11,Himachal Pradesh,Dharamshala,Airtel,0.95,22.7,99.0,68.0,5.57
2024-11,Himachal Pradesh,Dharamshala,Vi,1.89,14.94,97.22,87.1,1.02
2024-11,Himachal Pradesh,Dharamshala,BSNL,3.6,6.5,95.75,30.6,4.77
2024-11,Himachal Pradesh,Dharamshala,MTNL,3.29,8.62,96.04,62.9,2.72
2024-11,Himachal Pradesh,Solan,Jio,1.1,24.4,98.54,66.2,6.26
2024-11,Himachal Pradesh,Solan,Airtel,0.74,24.21,98.62,61.3,1.35
2024-11,Himachal Pradesh,Solan,Vi,1.9,13.3,97.78,38.5,3.37
2024-11,Himachal Pradesh,Solan,BSNL,3.85,7.17,95.8,46.8,3.05
2024-11,Himachal Pradesh,Solan,MTNL,3.09,6.63,96.26,103.1,4.35
2024-11,Himachal Pradesh,Mandi,Jio,1.41,19.57,98.76,62.2,4.27
2024-11,Himachal Pradesh,Mandi,Airtel,0.92,24.09,98.71,72.7,4.26
2024-11,Himachal Pradesh,Mandi,Vi,1.95,13.88,97.67,88.2,4.87
2024-11,Himachal Pradesh,Mandi,BSNL,3.54,6.0,96.15,62.4,3.7
2024-11,Himachal Pradesh,Mandi,MTNL,3.54,9.62,96.46,45.9,1.08
2024-11,Himachal Pradesh,Baddi,Jio,1.15,23.02,98.76,77.9,1.17
2024-11,Himachal Pradesh,Baddi,Airtel,0.91,22.65,98.98,32.7,4.17
2024-11,Himachal Pradesh,Baddi,Vi,1.83,14.15,97.38,83.6,2.59
2024-11,Himachal Pradesh,Baddi,BSNL,3.87,6.07,95.85,68.5,3.2
2024-11,Himachal Pradesh,Baddi,MTNL,3.4,9.51,96.12,81.4,5.76
2024-11,Himachal Pradesh,Nahan,Jio,0.89,22.33,98.37,87.4,2.82
2024-11,Himachal Pradesh,Nahan,Airtel,1.02,25.28,98.85,102.4,3.64
2024-11,Himachal Pradesh,Nahan,Vi,2.07,16.73,97.66,91.0,0.91
2024-11,Himachal Pradesh,Nahan,BSNL,3.55,7.55,96.14,30.9,5.39
2024-11,Himachal Pradesh,Nahan,MTNL,3.16,7.15,96.41,39.4,4.48
2024-11,Himachal Pradesh,Palampur,Jio,1.34,22.67,98.32,77.1,1.72
2024-11,Himachal Pradesh,Palampur,Airtel,0.82,24.57,98.96,33.6,3.5
2024-11,Himachal Pradesh,Palampur,Vi,2.15,14.26,97.39,47.7,6.43
2024-11,Himachal Pradesh,Palampur,BSNL,3.5,6.21,96.05,50.0,5.59
2024-11,Himachal Pradesh,Palampur,MTNL,3.42,7.23,96.46,55.2,6.3
2024-11,Himachal Pradesh,Sundarnagar,Jio,0.88,19.74,98.35,32.6,2.01
2024-11,Himachal Pradesh,Sundarnagar,Airtel,0.95,26.67,98.73,35.9,0.83
2024-11,Himachal Pradesh,Sundarnagar,Vi,1.95,13.0,97.42,44.9,3.02
2024-11,Himachal Pradesh,Sundarnagar,BSNL,4.02,9.02,96.03,44.4,5.65
2024-11,Himachal Pradesh,Sundarnagar,MTNL,3.06,7.5,96.43,58.7,2.08
2024-11,Himachal Pradesh,Chamba,Jio,1.22,23.63,98.7,45.7,1.38
2024-11,Himachal Pradesh,Chamba,Airtel,0.87,23.33,99.08,54.7,6.31
2024-11,Himachal Pradesh,Chamba,Vi,1.97,15.3,97.75,103.5,6.2
2024-11,Himachal Pradesh,Chamba,BSNL,3.71,7.62,95.83,75.2,3.7
2024-11,Himachal Pradesh,Chamba,MTNL,3.06,9.25,96.11,61.0,2.67
2024-11,Himachal Pradesh,Una,Jio,1.13,22.02,98.68,55.3,1.98
2024-11,Himachal Pradesh,Una,Airtel,0.95,24.22,98.84,82.7,4.84
2024-11,Himachal Pradesh,Una,Vi,2.15,12.87,97.5,74.7,3.67
2024-11,Himachal Pradesh,Una,BSNL,3.82,8.44,95.66,55.1,3.61
2024-11,Himachal Pradesh,Una,MTNL,3.36,4.98,96.25,80.3,2.93
2024-11,Jammu & Kashmir,Srinagar,Jio,1.15,29.4,99.28,32.3,4.91
2024-11,Jammu & Kashmir,Srinagar,Airtel,0.78,30.18,99.14,40.2,0.69
2024-11,Jammu & Kashmir,Srinagar,Vi,1.3,19.39,98.01,44.7,4.79
2024-11,Jammu & Kashmir,Srinagar,BSNL,2.99,7.46,96.4,76.7,2.51
2024-11,Jammu & Kashmir,Srinagar,MTNL,2.56,8.37,96.69,65.5,4.16
2024-11,Jammu & Kashmir,Jammu,Jio,0.75,30.69,99.09,62.6,3.28
2024-11,Jammu & Kashmir,Jammu,Airtel,0.52,34.31,99.48,54.8,2.98
2024-11,Jammu & Kashmir,Jammu,Vi,1.6,16.41,98.25,38.3,2.4
2024-11,Jammu & Kashmir,Jammu,BSNL,2.62,6.69,96.68,42.0,3.77
2024-11,Jammu & Kashmir,Jammu,MTNL,2.52,11.34,96.79,39.3,4.05
2024-11,Jammu & Kashmir,Anantnag,Jio,0.94,28.82,99.33,79.3,2.17
2024-11,Jammu & Kashmir,Anantnag,Airtel,0.82,31.48,99.33,23.7,2.29
2024-11,Jammu & Kashmir,Anantnag,Vi,1.32,19.04,97.83,27.7,2.92
2024-11,Jammu & Kashmir,Anantnag,BSNL,2.85,8.04,96.52,33.9,1.15
2024-11,Jammu & Kashmir,Anantnag,MTNL,2.35,11.4,96.96,42.3,1.74
2024-11,Jammu & Kashmir,Baramulla,Jio,0.91,26.42,99.45,54.6,4.69
2024-11,Jammu & Kashmir,Baramulla,Airtel,1.07,32.73,99.4,38.2,4.18
2024-11,Jammu & Kashmir,Baramulla,Vi,1.77,16.88,98.27,31.0,1.3
2024-11,Jammu & Kashmir,Baramulla,BSNL,2.76,9.46,96.24,39.2,2.86
2024-11,Jammu & Kashmir,Baramulla,MTNL,2.78,8.67,96.8,57.8,1.65
2024-11,Jammu & Kashmir,Sopore,Jio,1.16,27.81,99.35,60.0,3.39
2024-11,Jammu & Kashmir,Sopore,Airtel,0.75,34.33,99.57,53.8,1.91
2024-11,Jammu & Kashmir,Sopore,Vi,1.54,16.43,98.13,62.0,4.65
2024-11,Jammu & Kashmir,Sopore,BSNL,3.03,7.17,96.23,37.1,2.29
2024-11,Jammu & Kashmir,Sopore,MTNL,2.31,11.73,96.85,76.7,2.06
2024-11,Jammu & Kashmir,Kathua,Jio,1.03,29.21,99.05,36.4,2.32
2024-11,Jammu & Kashmir,Kathua,Airtel,0.62,31.65,99.44,34.6,1.79
2024-11,Jammu & Kashmir,Kathua,Vi,1.74,18.36,98.23,36.2,3.18
2024-11,Jammu & Kashmir,Kathua,BSNL,3.01,7.52,96.46,70.6,3.67
2024-11,Jammu & Kashmir,Kathua,MTNL,2.84,7.93,96.9,20.9,1.58
2024-11,Jammu & Kashmir,Udhampur,Jio,0.64,29.78,99.2,50.2,2.33
2024-11,Jammu & Kashmir,Udhampur,Airtel,0.53,33.81,99.53,63.0,4.97
2024-11,Jammu & Kashmir,Udhampur,Vi,1.7,17.33,97.89,47.0,4.25
2024-11,Jammu & Kashmir,Udhampur,BSNL,2.69,9.88,96.76,28.3,3.57
2024-11,Jammu & Kashmir,Udhampur,MTNL,2.43,11.98,97.03,42.3,0.7
2024-11,Jammu & Kashmir,Punch,Jio,0.63,28.46,99.47,70.8,2.65
2024-11,Jammu & Kashmir,Punch,Airtel,0.63,30.33,99.33,69.0,2.68
2024-11,Jammu & Kashmir,Punch,Vi,1.48,18.38,97.93,68.7,3.89
2024-11,Jammu & Kashmir,Punch,BSNL,2.78,6.92,96.67,78.6,1.12
2024-11,Jammu & Kashmir,Punch,MTNL,2.4,9.95,96.79,29.1,3.2
2024-11,Jammu & Kashmir,Rajouri,Jio,0.61,28.47,98.97,42.8,4.92
2024-11,Jammu & Kashmir,Rajouri,Airtel,0.72,31.75,99.36,53.1,0.55
2024-11,Jammu & Kashmir,Rajouri,Vi,1.69,17.49,98.31,28.4,2.44
2024-11,Jammu & Kashmir,Rajouri,BSNL,3.19,6.96,96.51,39.3,3.41
2024-11,Jammu & Kashmir,Rajouri,MTNL,2.34,11.03,96.88,72.1,3.92
2024-11,Jammu & Kashmir,Leh,Jio,0.68,30.34,99.13,49.4,0.77
2024-11,Jammu & Kashmir,Leh,Airtel,0.64,31.45,99.58,48.5,2.14
2024-11,Jammu & Kashmir,Leh,Vi,1.77,17.19,98.09,35.5,1.55
2024-11,Jammu & Kashmir,Leh,BSNL,3.13,8.81,96.2,28.9,4.46
2024-11,Jammu & Kashmir,Leh,MTNL,2.34,11.47,96.62,78.9,3.31
2024-11,Goa,Panaji,Jio,1.19,28.58,99.37,36.4,1.2
2024-11,Goa,Panaji,Airtel,0.56,31.66,99.33,39.2,4.82
2024-11,Goa,Panaji,Vi,1.28,17.01,97.92,63.9,3.5
2024-11,Goa,Panaji,BSNL,2.71,6.13,96.22,34.6,3.9
2024-11,Goa,Panaji,MTNL,2.84,11.51,96.76,69.3,3.73
2024-11,Goa,Margao,Jio,0.64,30.61,99.23,47.8,3.14
2024-11,Goa,Margao,Airtel,0.61,30.8,99.36,54.4,0.76
2024-11,Goa,Margao,Vi,1.25,20.7,98.01,26.5,1.17
2024-11,Goa,Margao,BSNL,2.84,10.24,96.41,64.1,1.81
2024-11,Goa,Margao,MTNL,2.57,8.23,96.94,67.2,2.57
2024-11,Goa,Vasco da Gama,Jio,1.03,27.6,99.18,72.5,0.71
2024-11,Goa,Vasco da Gama,Airtel,0.77,30.28,99.36,51.3,3.9
2024-11,Goa,Vasco da Gama,Vi,1.38,19.91,97.83,33.7,3.22
2024-11,Goa,Vasco da Gama,BSNL,2.6,9.2,96.63,70.5,3.93
2024-11,Goa,Vasco da Gama,MTNL,2.86,9.65,96.95,68.7,3.36
2024-11,Goa,Mapusa,Jio,1.16,28.37,99.04,35.9,2.11
2024-11,Goa,Mapusa,Airtel,0.94,32.78,99.66,73.9,2.56
2024-11,Goa,Mapusa,Vi,1.44,20.85,98.09,79.5,1.57
2024-11,Goa,Mapusa,BSNL,3.13,7.35,96.59,79.9,3.08
2024-11,Goa,Mapusa,MTNL,2.8,8.24,96.84,48.0,2.18
2024-11,Goa,Ponda,Jio,0.64,29.71,99.49,57.4,0.84
2024-11,Goa,Ponda,Airtel,0.9,34.99,99.55,45.4,4.9
2024-11,Goa,Ponda,Vi,1.75,19.88,98.36,66.4,4.9
2024-11,Goa,Ponda,BSNL,3.06,6.74,96.26,34.8,1.12
2024-11,Goa,Ponda,MTNL,2.64,10.3,96.57,20.4,3.64
2024-11,Goa,Bicholim,Jio,0.63,29.61,98.94,77.8,1.62
2024-11,Goa,Bicholim,Airtel,0.54,33.11,99.53,75.4,4.22
2024-11,Goa,Bicholim,Vi,1.37,17.0,97.98,34.5,3.74
2024-11,Goa,Bicholim,BSNL,3.02,8.8,96.24,77.2,2.07
2024-11,Goa,Bicholim,MTNL,2.79,10.99,96.68,34.9,2.91
2024-11,Goa,Curchorem,Jio,0.81,30.6,99.45,66.3,0.59
2024-11,Goa,Curchorem,Airtel,1.01,33.28,99.41,43.4,3.27
2024-11,Goa,Curchorem,Vi,1.35,18.88,98.19,60.6,2.39
2024-11,Goa,Curchorem,BSNL,2.64,8.09,96.74,52.2,0.68
2024-11,Goa,Curchorem,MTNL,2.52,10.08,96.67,31.3,3.1
2024-11,Goa,Sanquelim,Jio,0.96,28.3,98.96,64.3,3.9
2024-11,Goa,Sanquelim,Airtel,0.73,30.04,99.48,78.7,2.69
2024-11,Goa,Sanquelim,Vi,1.61,18.64,97.94,40.4,4.82
2024-11,Goa,Sanquelim,BSNL,2.96,6.94,96.23,23.2,2.75
2024-11,Goa,Sanquelim,MTNL,2.36,11.16,96.71,43.0,2.05
2024-11,Goa,Cuncolim,Jio,0.92,30.99,99.44,33.9,4.54
2024-11,Goa,Cuncolim,Airtel,0.85,33.66,99.41,59.7,2.26
2024-11,Goa,Cuncolim,Vi,1.37,18.52,98.09,43.7,4.05
2024-11,Goa,Cuncolim,BSNL,3.03,7.44,96.32,20.3,4.91
2024-11,Goa,Cuncolim,MTNL,2.51,10.06,96.95,32.4,3.5
2024-11,Goa,Canacona,Jio,0.67,26.48,99.08,39.2,1.31
2024-11,Goa,Canacona,Airtel,0.78,33.09,99.66,62.1,2.85
2024-11,Goa,Canacona,Vi,1.52,18.87,97.97,64.7,3.44
2024-11,Goa,Canacona,BSNL,2.89,7.07,96.71,31.9,1.39
2024-11,Goa,Canacona,MTNL,2.39,11.98,96.65,71.1,0.66
2024-12,Maharashtra,Mumbai,Jio,1.02,26.15,99.27,36.0,0.81
2024-12,Maharashtra,Mumbai,Airtel,0.66,30.62,99.23,61.2,4.25
2024-12,Maharashtra,Mumbai,Vi,1.46,18.09,98.08,48.3,1.56
2024-12,Maharashtra,Mumbai,BSNL,3.19,9.34,96.66,46.5,3.92
2024-12,Maharashtra,Mumbai,MTNL,2.71,11.14,96.53,22.7,3.06
2024-12,Maharashtra,Pune,Jio,0.83,30.01,99.0,35.0,2.39
2024-12,Maharashtra,Pune,Airtel,1.04,30.66,99.57,79.3,3.88
2024-12,Maharashtra,Pune,Vi,1.53,18.79,97.9,46.3,2.89
2024-12,Maharashtra,Pune,BSNL,2.9,6.56,96.29,35.1,2.85
2024-12,Maharashtra,Pune,MTNL,2.4,8.39,96.71,60.2,2.0
2024-12,Maharashtra,Nagpur,Jio,1.02,26.76,99.07,45.4,1.7
2024-12,Maharashtra,Nagpur,Airtel,0.61,34.86,99.49,21.3,1.34
2024-12,Maharashtra,Nagpur,Vi,1.6,17.77,98.11,68.0,1.02
2024-12,Maharashtra,Nagpur,BSNL,2.98,8.45,96.34,39.3,0.63
2024-12,Maharashtra,Nagpur,MTNL,2.89,7.64,96.95,46.3,2.61
2024-12,Maharashtra,Nashik,Jio,0.96,30.56,99.24,68.2,4.29
2024-12,Maharashtra,Nashik,Airtel,0.89,33.19,99.62,23.1,3.37
2024-12,Maharashtra,Nashik,Vi,1.51,17.33,98.27,37.8,4.01
2024-12,Maharashtra,Nashik,BSNL,3.15,8.86,96.68,35.6,1.2
2024-12,Maharashtra,Nashik,MTNL,2.64,9.13,96.75,27.7,4.72
2024-12,Maharashtra,Aurangabad,Jio,0.66,27.46,99.18,64.6,3.33
2024-12,Maharashtra,Aurangabad,Airtel,0.54,30.23,99.44,20.7,3.04
2024-12,Maharashtra,Aurangabad,Vi,1.31,16.95,97.91,66.5,2.63
2024-12,Maharashtra,Aurangabad,BSNL,2.73,6.32,96.47,51.7,3.17
2024-12,Maharashtra,Aurangabad,MTNL,2.35,8.87,96.71,39.8,4.5
2024-12,Maharashtra,Solapur,Jio,0.82,29.19,99.43,20.3,3.84
2024-12,Maharashtra,Solapur,Airtel,0.89,34.55,99.37,77.4,2.59
2024-12,Maharashtra,Solapur,Vi,1.24,19.84,97.81,78.0,0.5
2024-12,Maharashtra,Solapur,BSNL,3.02,6.52,96.5,27.3,3.08
2024-12,Maharashtra,Solapur,MTNL,2.64,7.34,96.59,62.8,3.5
2024-12,Maharashtra,Amravati,Jio,0.77,26.91,99.31,52.2,1.63
2024-12,Maharashtra,Amravati,Airtel,1.09,31.89,99.51,73.0,4.79
2024-12,Maharashtra,Amravati,Vi,1.74,18.96,97.93,75.6,4.9
2024-12,Maharashtra,Amravati,BSNL,2.6,10.55,96.73,47.1,4.07
2024-12,Maharashtra,Amravati,MTNL,2.87,8.54,96.78,28.4,1.82
2024-12,Maharashtra,Kolhapur,Jio,1.13,26.9,99.47,53.5,3.67
2024-12,Maharashtra,Kolhapur,Airtel,0.74,31.17,99.39,38.3,2.84
2024-12,Maharashtra,Kolhapur,Vi,1.26,20.59,97.96,58.1,3.42
2024-12,Maharashtra,Kolhapur,BSNL,2.75,10.98,96.49,65.3,0.64
2024-12,Maharashtra,Kolhapur,MTNL,2.44,7.53,96.71,64.6,1.13
2024-12,Maharashtra,Thane,Jio,0.85,26.98,99.04,22.9,2.79
2024-12,Maharashtra,Thane,Airtel,0.6,31.54,99.31,33.7,2.65
2024-12,Maharashtra,Thane,Vi,1.25,19.54,97.97,50.7,1.02
2024-12,Maharashtra,Thane,BSNL,2.62,7.75,96.6,47.0,3.69
2024-12,Maharashtra,Thane,MTNL,2.69,10.55,97.01,36.2,0.53
2024-12,Maharashtra,Navi Mumbai,Jio,0.63,27.09,98.97,37.1,3.21
2024-12,Maharashtra,Navi Mumbai,Airtel,0.96,30.78,99.45,73.8,3.84
2024-12,Maharashtra,Navi Mumbai,Vi,1.29,19.21,98.09,35.0,2.87
2024-12,Maharashtra,Navi Mumbai,BSNL,2.7,7.58,96.42,40.1,0.91
2024-12,Maharashtra,Navi Mumbai,MTNL,2.55,11.21,97.0,45.2,0.56
2024-12,Karnataka,Bengaluru,Jio,0.95,28.98,99.41,70.3,3.99
2024-12,Karnataka,Bengaluru,Airtel,1.01,31.24,99.44,76.0,2.89
2024-12,Karnataka,Bengaluru,Vi,1.73,20.53,97.84,74.9,0.96
2024-12,Karnataka,Bengaluru,BSNL,2.84,9.76,96.24,43.7,1.56
2024-12,Karnataka,Bengaluru,MTNL,2.72,11.35,96.96,53.0,4.3
2024-12,Karnataka,Mysuru,Jio,1.11,28.48,99.41,73.5,0.54
2024-12,Karnataka,Mysuru,Airtel,1.03,30.28,99.28,53.3,1.6
2024-12,Karnataka,Mysuru,Vi,1.73,19.94,98.09,70.2,4.18
2024-12,Karnataka,Mysuru,BSNL,2.8,6.32,96.56,67.1,4.67
2024-12,Karnataka,Mysuru,MTNL,2.32,9.02,96.91,47.5,1.51
2024-12,Karnataka,Hubli,Jio,0.96,30.39,99.47,79.6,2.23
2024-12,Karnataka,Hubli,Airtel,0.62,34.03,99.51,65.2,2.14
2024-12,Karnataka,Hubli,Vi,1.33,19.89,98.07,61.3,4.43
2024-12,Karnataka,Hubli,BSNL,2.81,9.84,96.47,57.1,4.23
2024-12,Karnataka,Hubli,MTNL,2.48,11.19,96.62,45.4,1.74
2024-12,Karnataka,Mangaluru,Jio,0.61,26.06,99.02,58.8,2.86
2024-12,Karnataka,Mangaluru,Airtel,0.69,32.22,99.51,73.4,1.67
2024-12,Karnataka,Mangaluru,Vi,1.73,18.05,98.0,54.1,2.1
2024-12,Karnataka,Mangaluru,BSNL,2.77,10.5,96.44,29.1,2.45
2024-12,Karnataka,Mangaluru,MTNL,2.47,9.56,96.89,20.9,4.04
2024-12,Karnataka,Belagavi,Jio,0.88,28.71,98.98,46.2,2.71
2024-12,Karnataka,Belagavi,Airtel,0.52,30.88,99.32,30.8,1.94
2024-12,Karnataka,Belagavi,Vi,1.73,19.12,98.13,70.7,1.56
2024-12,Karnataka,Belagavi,BSNL,3.19,7.1,96.5,77.8,2.0
2024-12,Karnataka,Belagavi,MTNL,2.4,9.04,96.64,64.9,4.64
2024-12,Karnataka,Kalaburagi,Jio,1.11,26.72,99.47,64.1,3.91
2024-12,Karnataka,Kalaburagi,Airtel,0.83,31.87,99.25,48.2,4.12
2024-12,Karnataka,Kalaburagi,Vi,1.39,20.45,97.89,23.0,2.76
2024-12,Karnataka,Kalaburagi,BSNL,3.16,10.18,96.28,28.4,0.93
2024-12,Karnataka,Kalaburagi,MTNL,2.77,8.65,96.7,75.5,3.38
2024-12,Karnataka,Davanagere,Jio,1.16,27.2,99.35,25.6,3.49
2024-12,Karnataka,Davanagere,Airtel,0.76,30.16,99.15,76.4,4.03
2024-12,Karnataka,Davanagere,Vi,1.68,16.16,98.25,21.6,1.78
2024-12,Karnataka,Davanagere,BSNL,2.9,7.96,96.28,79.0,0.74
2024-12,Karnataka,Davanagere,MTNL,2.71,10.96,96.67,44.4,0.88
2024-12,Karnataka,Ballari,Jio,0.82,27.74,98.92,35.8,4.67
2024-12,Karnataka,Ballari,Airtel,0.91,30.07,99.41,40.9,4.93
2024-12,Karnataka,Ballari,Vi,1.77,19.43,97.81,28.8,3.92
