month,state,city,operator,wireless_subs,wireline_subs,market_share_perc,mom_growth_perc
2024-06,Telangana,Hyderabad,Airtel,170609,4180,29.69,2.44
2024-06,Telangana,Hyderabad,Vi,85218,3318,14.83,-1.48
2024-06,Telangana,Hyderabad,BSNL,67979,1840,11.83,0.38
2024-06,Telangana,Hyderabad,MTNL,30857,936,5.37,0.5
2024-06,Telangana,Warangal,Jio,620411,19279,38.46,2.66
2024-06,Telangana,Warangal,Airtel,478617,5007,29.67,3.19
2024-06,Telangana,Warangal,Vi,267296,9771,16.57,-2.35
2024-06,Telangana,Warangal,BSNL,163571,2682,10.14,-2.24
2024-06,Telangana,Warangal,MTNL,83076,3376,5.15,-1.39
2024-06,Telangana,Nizamabad,Jio,418838,18035,38.15,3.2
2024-06,Telangana,Nizamabad,Airtel,340999,9981,31.06,1.69
2024-06,Telangana,Nizamabad,Vi,177196,5157,16.14,-0.62
2024-06,Telangana,Nizamabad,BSNL,120985,3824,11.02,1.98
2024-06,Telangana,Nizamabad,MTNL,39852,644,3.63,0.95
2024-06,Telangana,Karimnagar,Jio,362715,17849,38.05,3.78
2024-06,Telangana,Karimnagar,Airtel,296177,5645,31.07,0.31
2024-06,Telangana,Karimnagar,Vi,157001,2549,16.47,-0.84
2024-06,Telangana,Karimnagar,BSNL,96374,1675,10.11,-1.97
2024-06,Telangana,Karimnagar,MTNL,41085,1363,4.31,-0.93
2024-06,Telangana,Khammam,Jio,1424407,49854,36.15,0.74
2024-06,Telangana,Khammam,Airtel,1223453,53425,31.05,2.91
2024-06,Telangana,Khammam,Vi,662359,18709,16.81,2.68
2024-06,Telangana,Khammam,BSNL,446038,7903,11.32,-0.07
2024-06,Telangana,Khammam,MTNL,184010,2426,4.67,2.75
2024-06,Telangana,Ramagundam,Jio,765835,22382,37.44,0.61
2024-06,Telangana,Ramagundam,Airtel,604650,24467,29.56,2.4
2024-06,Telangana,Ramagundam,Vi,322575,12903,15.77,-0.95
2024-06,Telangana,Ramagundam,BSNL,246687,8563,12.06,2.56
2024-06,Telangana,Ramagundam,MTNL,105752,3434,5.17,2.56
2024-06,Telangana,Mahbubnagar,Jio,561884,19343,37.43,1.54
2024-06,Telangana,Mahbubnagar,Airtel,455752,20358,30.36,-1.61
2024-06,Telangana,Mahbubnagar,Vi,220520,2749,14.69,-1.09
2024-06,Telangana,Mahbubnagar,BSNL,184342,5469,12.28,0.55
2024-06,Telangana,Mahbubnagar,MTNL,78660,2397,5.24,-1.76
2024-06,Telangana,Nalgonda,Jio,483034,6323,38.6,1.32
2024-06,Telangana,Nalgonda,Airtel,394937,5199,31.56,0.62
2024-06,Telangana,Nalgonda,Vi,180074,4819,14.39,1.29
2024-06,Telangana,Nalgonda,BSNL,124888,3028,9.98,-1.59
2024-06,Telangana,Nalgonda,MTNL,68575,2995,5.48,-0.55
2024-06,Telangana,Adilabad,Jio,244630,11631,38.63,3.74
2024-06,Telangana,Adilabad,Airtel,188206,4115,29.72,-1.25
2024-06,Telangana,Adilabad,Vi,105312,1682,16.63,0.58
2024-06,Telangana,Adilabad,BSNL,64339,880,10.16,-0.18
2024-06,Telangana,Adilabad,MTNL,30840,329,4.87,-0.81
2024-06,Telangana,Suryapet,Jio,1061566,21457,38.25,3.83
2024-06,Telangana,Suryapet,Airtel,845367,24732,30.46,-1.65
2024-06,Telangana,Suryapet,Vi,410749,10901,14.8,2.05
2024-06,Telangana,Suryapet,BSNL,308617,9099,11.12,-0.35
2024-06,Telangana,Suryapet,MTNL,149035,2124,5.37,0.49
2024-06,Kerala,Thiruvananthapuram,Jio,425648,16449,39.01,-0.31
2024-06,Kerala,Thiruvananthapuram,Airtel,327228,10326,29.99,-1.37
2024-06,Kerala,Thiruvananthapuram,Vi,160395,3183,14.7,0.29
2024-06,Kerala,Thiruvananthapuram,BSNL,133772,4898,12.26,-1.49
2024-06,Kerala,Thiruvananthapuram,MTNL,44081,936,4.04,-1.15
2024-06,Kerala,Kochi,Jio,491175,12579,36.7,3.89
2024-06,Kerala,Kochi,Airtel,403781,14644,30.17,2.67
2024-06,Kerala,Kochi,Vi,201556,4700,15.06,-1.09
2024-06,Kerala,Kochi,BSNL,154847,5121,11.57,3.94
2024-06,Kerala,Kochi,MTNL,86993,3341,6.5,1.93
2024-06,Kerala,Kozhikode,Jio,390586,7949,37.44,-2.0
2024-06,Kerala,Kozhikode,Airtel,305458,13825,29.28,3.53
2024-06,Kerala,Kozhikode,Vi,174011,6668,16.68,2.46
2024-06,Kerala,Kozhikode,BSNL,112043,1152,10.74,2.4
2024-06,Kerala,Kozhikode,MTNL,61133,1766,5.86,0.44
2024-06,Kerala,Thrissur,Jio,656540,32131,35.3,0.58
2024-06,Kerala,Thrissur,Airtel,578053,28591,31.08,3.23
2024-06,Kerala,Thrissur,Vi,305579,4602,16.43,3.27
2024-06,Kerala,Thrissur,BSNL,223744,4965,12.03,2.49
2024-06,Kerala,Thrissur,MTNL,95970,960,5.16,-0.71
2024-06,Kerala,Kollam,Jio,785742,22430,37.77,0.57
2024-06,Kerala,Kollam,Airtel,643863,20498,30.95,0.32
2024-06,Kerala,Kollam,Vi,304561,12866,14.64,2.32
2024-06,Kerala,Kollam,BSNL,221555,5024,10.65,2.78
2024-06,Kerala,Kollam,MTNL,124612,3831,5.99,1.58
2024-06,Kerala,Palakkad,Jio,413444,13746,37.88,-2.1
2024-06,Kerala,Palakkad,Airtel,335295,5447,30.72,1.39
2024-06,Kerala,Palakkad,Vi,168084,3748,15.4,-0.84
2024-06,Kerala,Palakkad,BSNL,132612,6396,12.15,-0.12
2024-06,Kerala,Palakkad,MTNL,42130,1373,3.86,0.97
2024-06,Kerala,Alappuzha,Jio,420024,7118,37.79,-0.97
2024-06,Kerala,Alappuzha,Airtel,338887,6171,30.49,3.29
2024-06,Kerala,Alappuzha,Vi,161719,6145,14.55,3.18
2024-06,Kerala,Alappuzha,BSNL,120372,5603,10.83,3.53
2024-06,Kerala,Alappuzha,MTNL,70356,2070,6.33,0.6
2024-06,Kerala,Malappuram,Jio,984544,14964,37.05,0.83
2024-06,Kerala,Malappuram,Airtel,799328,31537,30.08,1.44
2024-06,Kerala,Malappuram,Vi,444307,15921,16.72,-1.21
2024-06,Kerala,Malappuram,BSNL,275034,11852,10.35,3.69
2024-06,Kerala,Malappuram,MTNL,154125,2492,5.8,3.27
2024-06,Kerala,Kannur,Jio,397986,11641,38.21,-1.84
2024-06,Kerala,Kannur,Airtel,328722,14134,31.56,3.65
2024-06,Kerala,Kannur,Vi,154257,5222,14.81,-2.2
2024-06,Kerala,Kannur,BSNL,109886,4346,10.55,-1.09
2024-06,Kerala,Kannur,MTNL,50829,1999,4.88,0.32
2024-06,Kerala,Kasaragod,Jio,159545,5525,38.08,0.68
2024-06,Kerala,Kasaragod,Airtel,134281,6332,32.05,2.31
2024-06,Kerala,Kasaragod,Vi,62762,2580,14.98,-1.48
2024-06,Kerala,Kasaragod,BSNL,45961,949,10.97,0.84
2024-06,Kerala,Kasaragod,MTNL,16423,173,3.92,3.16
2024-06,Madhya Pradesh,Bhopal,Jio,1310124,34078,37.91,-1.75
2024-06,Madhya Pradesh,Bhopal,Airtel,1053006,38370,30.47,3.98
2024-06,Madhya Pradesh,Bhopal,Vi,541536,7852,15.67,3.91
2024-06,Madhya Pradesh,Bhopal,BSNL,377727,17369,10.93,3.31
2024-06,Madhya Pradesh,Bhopal,MTNL,173830,7518,5.03,3.5
2024-06,Madhya Pradesh,Indore,Jio,389721,8557,37.03,2.67
2024-06,Madhya Pradesh,Indore,Airtel,326784,8912,31.05,-1.44
2024-06,Madhya Pradesh,Indore,Vi,154814,2754,14.71,-0.74
2024-06,Madhya Pradesh,Indore,BSNL,121347,1980,11.53,1.16
2024-06,Madhya Pradesh,Indore,MTNL,59778,2867,5.68,3.32
2024-06,Madhya Pradesh,Jabalpur,Jio,562141,18260,35.69,1.6
2024-06,Madhya Pradesh,Jabalpur,Airtel,483230,16965,30.68,0.11
2024-06,Madhya Pradesh,Jabalpur,Vi,258783,4164,16.43,-2.09
2024-06,Madhya Pradesh,Jabalpur,BSNL,196253,9074,12.46,-0.12
2024-06,Madhya Pradesh,Jabalpur,MTNL,74500,1283,4.73,3.89
2024-06,Madhya Pradesh,Gwalior,Jio,1010073,21474,36.65,1.06
2024-06,Madhya Pradesh,Gwalior,Airtel,807232,36088,29.29,1.27
2024-06,Madhya Pradesh,Gwalior,Vi,448401,18852,16.27,3.78
2024-06,Madhya Pradesh,Gwalior,BSNL,321900,13578,11.68,-0.45
2024-06,Madhya Pradesh,Gwalior,MTNL,168391,2483,6.11,-0.73
2024-06,Madhya Pradesh,Ujjain,Jio,827404,38610,36.79,4.05
2024-06,Madhya Pradesh,Ujjain,Airtel,687742,20250,30.58,-1.41
2024-06,Madhya Pradesh,Ujjain,Vi,340722,15523,15.15,1.33
2024-06,Madhya Pradesh,Ujjain,BSNL,250088,9980,11.12,-1.44
2024-06,Madhya Pradesh,Ujjain,MTNL,143036,3259,6.36,-0.71
2024-06,Madhya Pradesh,Sagar,Jio,504944,8269,36.04,0.29
2024-06,Madhya Pradesh,Sagar,Airtel,431248,6909,30.78,3.82
2024-06,Madhya Pradesh,Sagar,Vi,231876,8670,16.55,-2.24
2024-06,Madhya Pradesh,Sagar,BSNL,160142,4655,11.43,1.65
2024-06,Madhya Pradesh,Sagar,MTNL,72855,1007,5.2,1.82
2024-06,Madhya Pradesh,Dewas,Jio,367668,9548,36.16,1.21
2024-06,Madhya Pradesh,Dewas,Airtel,298425,12336,29.35,0.73
2024-06,Madhya Pradesh,Dewas,Vi,168175,8364,16.54,2.28
2024-06,Madhya Pradesh,Dewas,BSNL,119777,4471,11.78,2.71
2024-06,Madhya Pradesh,Dewas,MTNL,62837,2581,6.18,-1.07
2024-06,Madhya Pradesh,Satna,Jio,344532,9721,38.27,1.87
2024-06,Madhya Pradesh,Satna,Airtel,276202,13793,30.68,2.81
2024-06,Madhya Pradesh,Satna,Vi,144312,3950,16.03,2.28
2024-06,Madhya Pradesh,Satna,BSNL,97769,1400,10.86,0.2
2024-06,Madhya Pradesh,Satna,MTNL,37541,1013,4.17,3.99
2024-06,Madhya Pradesh,Ratlam,Jio,731906,12736,36.54,3.16
2024-06,Madhya Pradesh,Ratlam,Airtel,620738,17351,30.99,-2.13
2024-06,Madhya Pradesh,Ratlam,Vi,302457,13657,15.1,1.12
2024-06,Madhya Pradesh,Ratlam,BSNL,231750,4155,11.57,-0.44
2024-06,Madhya Pradesh,Ratlam,MTNL,115775,3794,5.78,-0.07
2024-06,Madhya Pradesh,Rewa,Jio,656271,17727,38.64,-0.7
2024-06,Madhya Pradesh,Rewa,Airtel,500016,9489,29.44,-1.81
2024-06,Madhya Pradesh,Rewa,Vi,251876,4501,14.83,1.13
2024-06,Madhya Pradesh,Rewa,BSNL,209075,8000,12.31,2.3
2024-06,Madhya Pradesh,Rewa,MTNL,81184,2013,4.78,3.49
2024-06,Bihar,Patna,Jio,1137060,43243,37.95,2.06
2024-06,Bihar,Patna,Airtel,910247,30025,30.38,-2.12
2024-06,Bihar,Patna,Vi,466509,7031,15.57,-2.29
2024-06,Bihar,Patna,BSNL,343964,13325,11.48,0.6
2024-06,Bihar,Patna,MTNL,138724,6686,4.63,3.69
2024-06,Bihar,Gaya,Jio,1346579,25292,36.93,1.78
2024-06,Bihar,Gaya,Airtel,1105558,16509,30.32,-1.13
2024-06,Bihar,Gaya,Vi,595076,24349,16.32,1.67
2024-06,Bihar,Gaya,BSNL,442661,15950,12.14,3.68
2024-06,Bihar,Gaya,MTNL,156426,5741,4.29,0.3
2024-06,Bihar,Bhagalpur,Jio,707103,31799,35.92,3.77
2024-06,Bihar,Bhagalpur,Airtel,599817,16429,30.47,-2.16
2024-06,Bihar,Bhagalpur,Vi,311031,4895,15.8,0.73
2024-06,Bihar,Bhagalpur,BSNL,248234,11348,12.61,1.75
2024-06,Bihar,Bhagalpur,MTNL,102364,1848,5.2,2.06
2024-06,Bihar,Muzaffarpur,Jio,1278402,42791,37.62,0.51
2024-06,Bihar,Muzaffarpur,Airtel,1029654,28680,30.3,-0.65
2024-06,Bihar,Muzaffarpur,Vi,526041,13336,15.48,0.49
2024-06,Bihar,Muzaffarpur,BSNL,382977,12984,11.27,-1.65
2024-06,Bihar,Muzaffarpur,MTNL,181124,7346,5.33,1.92
2024-06,Bihar,Purnia,Jio,1052873,39357,38.22,0.56
2024-06,Bihar,Purnia,Airtel,790619,13973,28.7,3.41
2024-06,Bihar,Purnia,Vi,453435,17959,16.46,1.09
2024-06,Bihar,Purnia,BSNL,309636,8650,11.24,0.75
2024-06,Bihar,Purnia,MTNL,148206,6364,5.38,-2.42
2024-06,Bihar,Darbhanga,Jio,1763724,77973,37.96,0.82
2024-06,Bihar,Darbhanga,Airtel,1404102,18778,30.22,-2.26
2024-06,Bihar,Darbhanga,Vi,761059,26521,16.38,-2.1
2024-06,Bihar,Darbhanga,BSNL,471596,6060,10.15,0.27
2024-06,Bihar,Darbhanga,MTNL,246252,4526,5.3,-1.17
2024-06,Bihar,Bihar Sharif,Jio,519240,23339,37.22,-2.3
2024-06,Bihar,Bihar Sharif,Airtel,419772,12236,30.09,3.16
2024-06,Bihar,Bihar Sharif,Vi,227533,4060,16.31,3.68
2024-06,Bihar,Bihar Sharif,BSNL,157083,6224,11.26,2.46
2024-06,Bihar,Bihar Sharif,MTNL,71426,2615,5.12,0.41
2024-06,Bihar,Arrah,Jio,1168855,27503,37.6,-0.58
2024-06,Bihar,Arrah,Airtel,962751,31627,30.97,2.34
2024-06,Bihar,Arrah,Vi,460703,9240,14.82,0.86
2024-06,Bihar,Arrah,BSNL,309622,7215,9.96,0.63
2024-06,Bihar,Arrah,MTNL,207036,3406,6.66,0.82
2024-06,Bihar,Begusarai,Jio,408963,7458,36.33,-2.4
2024-06,Bihar,Begusarai,Airtel,337256,12313,29.96,0.59
2024-06,Bihar,Begusarai,Vi,171892,4019,15.27,3.41
2024-06,Bihar,Begusarai,BSNL,137897,6776,12.25,3.55
2024-06,Bihar,Begusarai,MTNL,69567,2087,6.18,2.07
2024-06,Bihar,Katihar,Jio,605111,7302,37.81,3.79
2024-06,Bihar,Katihar,Airtel,505246,18094,31.57,3.06
2024-06,Bihar,Katihar,Vi,260225,8236,16.26,-1.29
2024-06,Bihar,Katihar,BSNL,165001,5785,10.31,0.78
2024-06,Bihar,Katihar,MTNL,64816,1706,4.05,-0.08
2024-06,Punjab,Ludhiana,Jio,432886,4864,37.53,1.58
2024-06,Punjab,Ludhiana,Airtel,354683,6130,30.75,2.91
2024-06,Punjab,Ludhiana,Vi,185934,6526,16.12,3.82
2024-06,Punjab,Ludhiana,BSNL,138528,5419,12.01,-1.91
2024-06,Punjab,Ludhiana,MTNL,41408,697,3.59,-2.2
2024-06,Punjab,Amritsar,Jio,738386,31401,38.27,0.51
2024-06,Punjab,Amritsar,Airtel,577087,27013,29.91,3.55
2024-06,Punjab,Amritsar,Vi,299444,9379,15.52,-1.03
2024-06,Punjab,Amritsar,BSNL,189468,5586,9.82,-0.39
2024-06,Punjab,Amritsar,MTNL,125218,3496,6.49,3.42
2024-06,Punjab,Jalandhar,Jio,281943,13136,36.59,-1.89
2024-06,Punjab,Jalandhar,Airtel,238946,5548,31.01,1.9
2024-06,Punjab,Jalandhar,Vi,112808,2452,14.64,2.92
2024-06,Punjab,Jalandhar,BSNL,97628,4829,12.67,-0.67
2024-06,Punjab,Jalandhar,MTNL,39297,960,5.1,3.79
2024-06,Punjab,Patiala,Jio,662039,23362,37.63,1.6
2024-06,Punjab,Patiala,Airtel,548210,10495,31.16,1.61
2024-06,Punjab,Patiala,Vi,249826,10354,14.2,0.06
2024-06,Punjab,Patiala,BSNL,192119,3320,10.92,-2.0
2024-06,Punjab,Patiala,MTNL,107143,3238,6.09,1.95
2024-06,Punjab,Bathinda,Jio,190249,2324,38.17,2.5
2024-06,Punjab,Bathinda,Airtel,152667,5219,30.63,3.85
2024-06,Punjab,Bathinda,Vi,78751,1901,15.8,1.78
2024-06,Punjab,Bathinda,BSNL,53530,2504,10.74,2.13
2024-06,Punjab,Bathinda,MTNL,23226,269,4.66,1.61
2024-06,Punjab,Mohali,Jio,761615,13988,36.79,3.69
2024-06,Punjab,Mohali,Airtel,625812,20193,30.23,-1.43
2024-06,Punjab,Mohali,Vi,334953,13211,16.18,-0.63
2024-06,Punjab,Mohali,BSNL,220680,4152,10.66,-1.38
2024-06,Punjab,Mohali,MTNL,127315,1422,6.15,2.47
2024-06,Punjab,Firozpur,Jio,581153,10890,36.72,3.02
2024-06,Punjab,Firozpur,Airtel,477805,20427,30.19,-1.58
2024-06,Punjab,Firozpur,Vi,254808,9792,16.1,2.81
2024-06,Punjab,Firozpur,BSNL,164755,7475,10.41,3.7
2024-06,Punjab,Firozpur,MTNL,104139,4915,6.58,-0.48
2024-06,Punjab,Pathankot,Jio,229959,3939,35.5,1.98
2024-06,Punjab,Pathankot,Airtel,197440,7133,30.48,-1.78
2024-06,Punjab,Pathankot,Vi,100145,1360,15.46,1.15
2024-06,Punjab,Pathankot,BSNL,80453,2101,12.42,1.05
2024-06,Punjab,Pathankot,MTNL,39837,778,6.15,1.12
2024-06,Punjab,Hoshiarpur,Jio,669521,25128,36.05,1.85
2024-06,Punjab,Hoshiarpur,Airtel,558275,21532,30.06,0.54
2024-06,Punjab,Hoshiarpur,Vi,279323,9818,15.04,-2.09
2024-06,Punjab,Hoshiarpur,BSNL,229550,6826,12.36,-0.34
2024-06,Punjab,Hoshiarpur,MTNL,120532,1461,6.49,1.04
2024-06,Punjab,Moga,Jio,592087,27996,36.97,0.31
2024-06,Punjab,Moga,Airtel,490710,23588,30.64,-2.18
2024-06,Punjab,Moga,Vi,254964,2694,15.92,0.66
2024-06,Punjab,Moga,BSNL,175848,7726,10.98,-0.89
2024-06,Punjab,Moga,MTNL,88084,3324,5.5,1.05
2024-06,Haryana,Faridabad,Jio,359612,8171,37.46,-0.82
2024-06,Haryana,Faridabad,Airtel,273885,6743,28.53,3.25
2024-06,Haryana,Faridabad,Vi,156958,4455,16.35,3.63
2024-06,Haryana,Faridabad,BSNL,109822,2162,11.44,-1.07
2024-06,Haryana,Faridabad,MTNL,59807,2221,6.23,-0.6
2024-06,Haryana,Gurugram,Jio,232371,10139,36.48,-0.46
2024-06,Haryana,Gurugram,Airtel,191986,8499,30.14,1.34
2024-06,Haryana,Gurugram,Vi,93636,1148,14.7,-1.55
2024-06,Haryana,Gurugram,BSNL,80833,2250,12.69,0.06
2024-06,Haryana,Gurugram,MTNL,38091,1592,5.98,3.18
2024-06,Haryana,Panipat,Jio,1081937,49453,38.4,3.81
2024-06,Haryana,Panipat,Airtel,830330,25832,29.47,0.96
2024-06,Haryana,Panipat,Vi,453061,5224,16.08,2.45
2024-06,Haryana,Panipat,BSNL,292179,14097,10.37,0.35
2024-06,Haryana,Panipat,MTNL,160036,6681,5.68,2.68
2024-06,Haryana,Ambala,Jio,868620,10507,36.24,0.8
2024-06,Haryana,Ambala,Airtel,746380,7644,31.14,1.89
2024-06,Haryana,Ambala,Vi,407225,4337,16.99,3.77
2024-06,Haryana,Ambala,BSNL,285944,12931,11.93,2.8
2024-06,Haryana,Ambala,MTNL,88683,3768,3.7,2.92
2024-06,Haryana,Yamunanagar,Jio,530984,10467,36.44,3.87
2024-06,Haryana,Yamunanagar,Airtel,454193,16618,31.17,0.11
2024-06,Haryana,Yamunanagar,Vi,231249,7406,15.87,2.24
2024-06,Haryana,Yamunanagar,BSNL,156934,6574,10.77,3.84
2024-06,Haryana,Yamunanagar,MTNL,83931,1540,5.76,0.78
2024-06,Haryana,Rohtak,Jio,339821,7064,38.4,-1.59
2024-06,Haryana,Rohtak,Airtel,275042,3786,31.08,1.02
2024-06,Haryana,Rohtak,Vi,133981,5191,15.14,1.55
2024-06,Haryana,Rohtak,BSNL,96990,3129,10.96,0.36
2024-06,Haryana,Rohtak,MTNL,39026,1379,4.41,3.36
2024-06,Haryana,Hisar,Jio,900524,27534,37.54,-2.14
2024-06,Haryana,Hisar,Airtel,735004,36022,30.64,3.1
2024-06,Haryana,Hisar,Vi,393889,8223,16.42,-0.36
2024-06,Haryana,Hisar,BSNL,265311,5262,11.06,3.53
2024-06,Haryana,Hisar,MTNL,104109,3761,4.34,0.89
2024-06,Haryana,Karnal,Jio,656874,10008,37.32,1.56
2024-06,Haryana,Karnal,Airtel,513777,12479,29.19,2.32
2024-06,Haryana,Karnal,Vi,290946,6583,16.53,-0.84
2024-06,Haryana,Karnal,BSNL,215437,9631,12.24,1.5
2024-06,Haryana,Karnal,MTNL,83253,1118,4.73,1.98
2024-06,Haryana,Sonipat,Jio,1090674,32765,37.92,0.51
2024-06,Haryana,Sonipat,Airtel,880420,29336,30.61,-1.84
2024-06,Haryana,Sonipat,Vi,474293,14299,16.49,1.06
2024-06,Haryana,Sonipat,BSNL,295390,13363,10.27,1.21
2024-06,Haryana,Sonipat,MTNL,135183,4311,4.7,2.78
2024-06,Haryana,Panchkula,Jio,115497,4113,38.66,-0.03
2024-06,Haryana,Panchkula,Airtel,92673,2115,31.02,3.67
2024-06,Haryana,Panchkula,Vi,46336,968,15.51,3.15
2024-06,Haryana,Panchkula,BSNL,32534,1594,10.89,2.85
2024-06,Haryana,Panchkula,MTNL,11740,126,3.93,3.15
2024-06,Delhi,New Delhi,Jio,884882,28908,38.06,2.67
2024-06,Delhi,New Delhi,Airtel,718646,15510,30.91,-1.41
2024-06,Delhi,New Delhi,Vi,355719,9956,15.3,2.58
2024-06,Delhi,New Delhi,BSNL,254351,6504,10.94,3.44
2024-06,Delhi,New Delhi,MTNL,111133,2213,4.78,2.43
2024-06,Delhi,Dwarka,Jio,1047992,27333,36.54,2.93
2024-06,Delhi,Dwarka,Airtel,917208,20636,31.98,0.75
2024-06,Delhi,Dwarka,Vi,435659,12117,15.19,1.08
2024-06,Delhi,Dwarka,BSNL,290822,7580,10.14,0.73
2024-06,Delhi,Dwarka,MTNL,176099,6546,6.14,0.2
2024-06,Delhi,Rohini,Jio,1680001,52049,36.92,1.24
2024-06,Delhi,Rohini,Airtel,1308235,46615,28.75,3.99
2024-06,Delhi,Rohini,Vi,743987,9286,16.35,-2.41
2024-06,Delhi,Rohini,BSNL,567887,27580,12.48,0.36
2024-06,Delhi,Rohini,MTNL,250271,8632,5.5,2.4
2024-06,Delhi,Janakpuri,Jio,1548060,74943,36.73,0.14
2024-06,Delhi,Janakpuri,Airtel,1247130,24044,29.59,2.72
2024-06,Delhi,Janakpuri,Vi,732936,16533,17.39,-0.46
2024-06,Delhi,Janakpuri,BSNL,490169,13626,11.63,2.0
2024-06,Delhi,Janakpuri,MTNL,196405,8577,4.66,-1.03
2024-06,Delhi,Laxmi Nagar,Jio,560817,13883,36.33,3.0
2024-06,Delhi,Laxmi Nagar,Airtel,473908,8024,30.7,2.21
2024-06,Delhi,Laxmi Nagar,Vi,248995,11333,16.13,-0.69
2024-06,Delhi,Laxmi Nagar,BSNL,184315,3301,11.94,0.83
2024-06,Delhi,Laxmi Nagar,MTNL,75485,1408,4.89,3.16
2024-06,Delhi,Saket,Jio,293376,5944,37.27,1.18
2024-06,Delhi,Saket,Airtel,234181,6293,29.75,3.29
2024-06,Delhi,Saket,Vi,125788,4982,15.98,1.47
2024-06,Delhi,Saket,BSNL,93357,1081,11.86,3.94
2024-06,Delhi,Saket,MTNL,40381,1318,5.13,-0.82
2024-06,Delhi,Pitampura,Jio,567578,24170,37.46,3.39
2024-06,Delhi,Pitampura,Airtel,451214,15161,29.78,3.99
2024-06,Delhi,Pitampura,Vi,220455,6470,14.55,3.19
2024-06,Delhi,Pitampura,BSNL,184394,2676,12.17,-1.53
2024-06,Delhi,Pitampura,MTNL,91515,3076,6.04,-1.69
2024-06,Delhi,Karol Bagh,Jio,679165,14728,37.69,-2.34
2024-06,Delhi,Karol Bagh,Airtel,568163,17289,31.53,0.58
2024-06,Delhi,Karol Bagh,Vi,274981,6664,15.26,0.96
2024-06,Delhi,Karol Bagh,BSNL,200019,5134,11.1,0.31
2024-06,Delhi,Karol Bagh,MTNL,79647,802,4.42,-2.07
2024-06,Delhi,Shahdara,Jio,928566,41036,37.32,-1.66
2024-06,Delhi,Shahdara,Airtel,790475,16893,31.77,2.81
2024-06,Delhi,Shahdara,Vi,385160,7932,15.48,-0.87
2024-06,Delhi,Shahdara,BSNL,292851,9991,11.77,3.37
2024-06,Delhi,Shahdara,MTNL,90816,1684,3.65,1.54
2024-06,Delhi,Vasant Kunj,Jio,1800904,71402,36.19,-2.14
2024-06,Delhi,Vasant Kunj,Airtel,1496357,71675,30.07,-1.26
2024-06,Delhi,Vasant Kunj,Vi,832526,11050,16.73,-0.35
2024-06,Delhi,Vasant Kunj,BSNL,583216,22217,11.72,-1.0
2024-06,Delhi,Vasant Kunj,MTNL,263243,3157,5.29,-2.13
2024-06,Odisha,Bhubaneswar,Jio,155268,4548,37.45,3.09
2024-06,Odisha,Bhubaneswar,Airtel,131718,3375,31.77,0.44
2024-06,Odisha,Bhubaneswar,Vi,60282,1403,14.54,3.63
2024-06,Odisha,Bhubaneswar,BSNL,42206,1207,10.18,2.41
2024-06,Odisha,Bhubaneswar,MTNL,25124,950,6.06,-0.97
2024-06,Odisha,Cuttack,Jio,881810,30567,37.59,1.3
2024-06,Odisha,Cuttack,Airtel,697190,15071,29.72,0.54
2024-06,Odisha,Cuttack,Vi,398796,9292,17.0,2.25
2024-06,Odisha,Cuttack,BSNL,256872,3827,10.95,2.38
2024-06,Odisha,Cuttack,MTNL,110959,1824,4.73,-0.51
2024-06,Odisha,Rourkela,Jio,388284,18697,38.41,-0.03
2024-06,Odisha,Rourkela,Airtel,312164,8281,30.88,0.07
2024-06,Odisha,Rourkela,Vi,144861,6289,14.33,0.4
2024-06,Odisha,Rourkela,BSNL,103515,2588,10.24,1.54
2024-06,Odisha,Rourkela,MTNL,62068,1838,6.14,0.97
2024-06,Odisha,Brahmapur,Jio,260095,8613,37.58,0.22
2024-06,Odisha,Brahmapur,Airtel,208256,7956,30.09,-2.31
2024-06,Odisha,Brahmapur,Vi,114821,5013,16.59,-0.29
2024-06,Odisha,Brahmapur,BSNL,71910,3000,10.39,-0.52
2024-06,Odisha,Brahmapur,MTNL,37027,648,5.35,0.03
2024-06,Odisha,Sambalpur,Jio,917974,11760,37.33,-0.13
2024-06,Odisha,Sambalpur,Airtel,789610,10801,32.11,0.51
2024-06,Odisha,Sambalpur,Vi,382633,16989,15.56,0.54
2024-06,Odisha,Sambalpur,BSNL,269761,7883,10.97,-0.85
2024-06,Odisha,Sambalpur,MTNL,99100,1650,4.03,-1.05
2024-06,Odisha,Puri,Jio,700282,14603,36.74,2.35
2024-06,Odisha,Puri,Airtel,580010,17720,30.43,3.07
2024-06,Odisha,Puri,Vi,305730,5637,16.04,2.46
2024-06,Odisha,Puri,BSNL,232919,3838,12.22,1.3
2024-06,Odisha,Puri,MTNL,87106,1859,4.57,-1.84
2024-06,Odisha,Balasore,Jio,776315,29964,37.58,1.37
2024-06,Odisha,Balasore,Airtel,641214,18889,31.04,-1.67
2024-06,Odisha,Balasore,Vi,318954,6739,15.44,-0.63
2024-06,Odisha,Balasore,BSNL,246859,4777,11.95,3.7
2024-06,Odisha,Balasore,MTNL,82424,3843,3.99,1.05
2024-06,Odisha,Bhadrak,Jio,125843,5774,37.14,2.71
2024-06,Odisha,Bhadrak,Airtel,101718,3382,30.02,0.94
2024-06,Odisha,Bhadrak,Vi,50249,1253,14.83,-2.26
2024-06,Odisha,Bhadrak,BSNL,39542,1718,11.67,4.0
2024-06,Odisha,Bhadrak,MTNL,21482,1006,6.34,3.56
2024-06,Odisha,Baripada,Jio,375875,5523,36.33,2.19
